Estado;Regiao;Municipio;Subsecao_Judiciaria TRF;Atuacao_DPU;DPU_Presencial;DPU_Remoto
MINAS GERAIS;SUDESTE;FARIA LEMOS_MG;MURIAE;NAO;NAO;NAO
SAO PAULO;SUDESTE;ARAPEI_SP;GUARATINGUETA;NAO;NAO;NAO
CEARA;NORDESTE;CHORO_CE;QUIXADA;NAO;NAO;NAO
BAHIA;NORDESTE;RIACHO DE SANTANA_BA;BOM JESUS DA LAPA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;VERDELANDIA_MG;JANAUBA;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;ANGICOS_RN;ACU;NAO;NAO;NAO
SERGIPE;NORDESTE;CRISTINAPOLIS_SE;ESTANCIA;NAO;NAO;NAO
BAHIA;NORDESTE;NOVA REDENCAO_BA;IRECE;NAO;NAO;NAO
BAHIA;NORDESTE;CIPO_BA;ALAGOINHAS;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;CABROBO_PE;SALGUEIRO;NAO;NAO;NAO
BAHIA;NORDESTE;FILADELFIA_BA;CAMPO FORMOSO;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;MATO CASTELHANO_RS;NOVO HAMBURGO;NAO;NAO;NAO
CEARA;NORDESTE;TEJUCUOCA_CE;ITAPIPOCA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;REDUTO_MG;MANHUACU;NAO;NAO;NAO
TOCANTINS;NORTE;CRIXAS DO TOCANTINS_TO;GURUPI;NAO;NAO;NAO
PARANA;SUL;CORONEL DOMINGOS SOARES_PR;PATO BRANCO;NAO;NAO;NAO
ACRE;NORTE;CRUZEIRO DO SUL_AC;RIO BRANCO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;JUVENILIA_MG;JANAUBA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAO GERALDO DA PIEDADE_MG;VICOSA;NAO;NAO;NAO
SERGIPE;NORDESTE;UMBAUBA_SE;ESTANCIA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;MIRANDIBA_PE;SALGUEIRO;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;LUIS GOMES_RN;PAU DOS FERROS;NAO;NAO;NAO
PARANA;SUL;SALTO DO ITARARE_PR;JACAREZINHO;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;SANTA RITA DO NOVO DESTINO_GO;URUACU;NAO;NAO;NAO
BAHIA;NORDESTE;ITAGIMIRIM_BA;EUNAPOLIS;NAO;NAO;NAO
TOCANTINS;NORTE;RIO DA CONCEICAO_TO;GURUPI;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;PALMEIRINA_PE;GARANHUNS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;POTE_MG;TEOFILO OTONI;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;GAMELEIRA_PE;PALMARES;NAO;NAO;NAO
BAHIA;NORDESTE;GAVIAO_BA;CAMPO FORMOSO;NAO;NAO;NAO
BAHIA;NORDESTE;GLORIA_BA;PAULO AFONSO;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;ARARIPINA_PE;OURICURI;NAO;NAO;NAO
CEARA;NORDESTE;CATARINA_CE;TAUA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MANGA_MG;JANAUBA;NAO;NAO;NAO
CEARA;NORDESTE;ITAREMA_CE;ITAPIPOCA;NAO;NAO;NAO
BAHIA;NORDESTE;JUCURUCU_BA;EUNAPOLIS;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;SERRA NOVA DOURADA_MT;GARCAS;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;ALEXANIA_GO;ANAPOLIS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;FELISBURGO_MG;TEOFILO OTONI;NAO;NAO;NAO
TOCANTINS;NORTE;SANDOLANDIA_TO;GURUPI;NAO;NAO;NAO
BAHIA;NORDESTE;BELMONTE_BA;EUNAPOLIS;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;TERRA NOVA_PE;SALGUEIRO;NAO;NAO;NAO
BAHIA;NORDESTE;AMERICA DOURADA_BA;IRECE;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAPIRANGA_RS;SANTA MARIA;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;JOAO CAMARA_RN;CEARA-MIRIM;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;FERNANDO PEDROZA_RN;ACU;NAO;NAO;NAO
CEARA;NORDESTE;AMONTADA_CE;ITAPIPOCA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;GAMELEIRAS_MG;JANAUBA;NAO;NAO;NAO
MATO GROSSO DO SUL;CENTRO-OESTE;AMAMBAI_MS;PONTA PORA;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;JURUENA_MT;JUINA;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;PILOES_RN;PAU DOS FERROS;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;JUCATI_PE;GARANHUNS;NAO;NAO;NAO
BAHIA;NORDESTE;CANAPOLIS_BA;BOM JESUS DA LAPA;NAO;NAO;NAO
SERGIPE;NORDESTE;PEDRA MOLE_SE;ITABAIANA;NAO;NAO;NAO
BAHIA;NORDESTE;LAGOA REAL_BA;GUANAMBI;NAO;NAO;NAO
CEARA;NORDESTE;PALHANO_CE;LIMOEIRO DO NORTE;NAO;NAO;NAO
SAO PAULO;SUDESTE;BARRA DO CHAPEU_SP;ITAPEVA;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;IACIARA_GO;FORMOSA;NAO;NAO;NAO
PARA;NORTE;SANTANA DO ARAGUAIA_PA;REDENCAO;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;MARCELINO VIEIRA_RN;PAU DOS FERROS;NAO;NAO;NAO
TOCANTINS;NORTE;TAGUATINGA_TO;GURUPI;NAO;NAO;NAO
TOCANTINS;NORTE;SAO SALVADOR DO TOCANTINS_TO;GURUPI;NAO;NAO;NAO
BAHIA;NORDESTE;NOVA SOURE_BA;ALAGOINHAS;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;ALAGOINHA_PE;ARCOVERDE;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;SAO VICENTE FERRER_PE;GOIANA;NAO;NAO;NAO
BAHIA;NORDESTE;SERRA DO RAMALHO_BA;BOM JESUS DA LAPA;NAO;NAO;NAO
SERGIPE;NORDESTE;CANHOBA_SE;PROPRIA;NAO;NAO;NAO
BAHIA;NORDESTE;MIRANGABA_BA;CAMPO FORMOSO;NAO;NAO;NAO
PARANA;SUL;DIAMANTE D'OESTE_PR;TOLEDO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PEDRA BONITA_MG;MANHUACU;NAO;NAO;NAO
CEARA;NORDESTE;PORANGA_CE;CRATEUS;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;TAIPU_RN;CEARA-MIRIM;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SALTO DA DIVISA_MG;TEOFILO OTONI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ALVORADA DE MINAS_MG;SETE LAGOAS;NAO;NAO;NAO
CEARA;NORDESTE;TRAIRI_CE;ITAPIPOCA;NAO;NAO;NAO
CEARA;NORDESTE;MADALENA_CE;QUIXADA;NAO;NAO;NAO
TOCANTINS;NORTE;RIACHINHO_TO;ARAGUAINA;NAO;NAO;NAO
BAHIA;NORDESTE;URANDI_BA;GUANAMBI;NAO;NAO;NAO
CEARA;NORDESTE;TARRAFAS_CE;IGUATU;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;AMARAJI_PE;CABO DE SANTO AGOSTINHO;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;JOSE DA PENHA_RN;PAU DOS FERROS;NAO;NAO;NAO
BAHIA;NORDESTE;ABARE_BA;PAULO AFONSO;NAO;NAO;NAO
BAHIA;NORDESTE;NOVA VICOSA_BA;TEIXEIRA DE FREITAS;NAO;NAO;NAO
BAHIA;NORDESTE;CORIBE_BA;BOM JESUS DA LAPA;NAO;NAO;NAO
CEARA;NORDESTE;PARAMOTI_CE;MARACANAU;NAO;NAO;NAO
BAHIA;NORDESTE;SATIRO DIAS_BA;ALAGOINHAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;JAIBA_MG;JANAUBA;NAO;NAO;NAO
TOCANTINS;NORTE;COUTO MAGALHAES_TO;ARAGUAINA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;IBIRAJUBA_PE;GARANHUNS;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;VILA BOA_GO;FORMOSA;NAO;NAO;NAO
TOCANTINS;NORTE;PAU D'ARCO_TO;ARAGUAINA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;CONDADO_PE;GOIANA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;FLORES_PE;SERRA TALHADA;NAO;NAO;NAO
SERGIPE;NORDESTE;MALHADOR_SE;ITABAIANA;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;SANTO ANTONIO DO LESTE_MT;GARCAS;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;VICOSA_RN;PAU DOS FERROS;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;COLINAS DO SUL_GO;URUACU;NAO;NAO;NAO
BAHIA;NORDESTE;JEREMOABO_BA;PAULO AFONSO;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;LAGOA NOVA_RN;CAICO;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;ITAMBE_PE;GOIANA;NAO;NAO;NAO
PARANA;SUL;GUARAQUECABA_PR;PARANAGUA;NAO;NAO;NAO
BAHIA;NORDESTE;PALMAS DE MONTE ALTO_BA;GUANAMBI;NAO;NAO;NAO
BAHIA;NORDESTE;PINDAI_BA;GUANAMBI;NAO;NAO;NAO
BAHIA;NORDESTE;TANQUE NOVO_BA;GUANAMBI;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;CORONEL JOAO PESSOA_RN;PAU DOS FERROS;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAO NICOLAU_RS;SANTA MARIA;NAO;NAO;NAO
TOCANTINS;NORTE;DARCINOPOLIS_TO;ARAGUAINA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SENADOR MODESTINO GONCALVES_MG;SETE LAGOAS;NAO;NAO;NAO
SERGIPE;NORDESTE;GARARU_SE;PROPRIA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;CAMUTANGA_PE;GOIANA;NAO;NAO;NAO
BAHIA;NORDESTE;PINDOBACU_BA;CAMPO FORMOSO;NAO;NAO;NAO
SERGIPE;NORDESTE;FEIRA NOVA_SE;ITABAIANA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;TUPARETAMA_PE;SERRA TALHADA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;OURICURI_PE;OURICURI;NAO;NAO;NAO
BAHIA;NORDESTE;JANDAIRA_BA;ALAGOINHAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;DORES DE GUANHAES_MG;IPATINGA;NAO;NAO;NAO
SERGIPE;NORDESTE;SANTA LUZIA DO ITANHY_SE;ESTANCIA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SANTANA DO MANHUACU_MG;MANHUACU;NAO;NAO;NAO
BAHIA;NORDESTE;IUIU_BA;GUANAMBI;NAO;NAO;NAO
BAHIA;NORDESTE;ITAPICURU_BA;ALAGOINHAS;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;MESSIAS TARGINO_RN;PAU DOS FERROS;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;FRANCISCO DANTAS_RN;PAU DOS FERROS;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;POCO BRANCO_RN;CEARA-MIRIM;NAO;NAO;NAO
BAHIA;NORDESTE;BREJOLANDIA_BA;BARREIRAS;NAO;NAO;NAO
CEARA;NORDESTE;TAMBORIL_CE;CRATEUS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAO JOAO DO ORIENTE_MG;IPATINGA;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;SANTA ISABEL_GO;URUACU;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;LAGOA DO OURO_PE;GARANHUNS;NAO;NAO;NAO
BAHIA;NORDESTE;CANDIBA_BA;GUANAMBI;NAO;NAO;NAO
SERGIPE;NORDESTE;SIMAO DIAS_SE;LAGARTO;NAO;NAO;NAO
PARANA;SUL;FOZ DO JORDAO_PR;GUARAPUAVA;NAO;NAO;NAO
BAHIA;NORDESTE;ITAMARAJU_BA;TEIXEIRA DE FREITAS;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;CUSTODIA_PE;SERRA TALHADA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;LAJEDO_PE;GARANHUNS;NAO;NAO;NAO
CEARA;NORDESTE;JAGUARETAMA_CE;LIMOEIRO DO NORTE;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;MAJOR SALES_RN;PAU DOS FERROS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SENADOR AMARAL_MG;POUSO ALEGRE;NAO;NAO;NAO
BAHIA;NORDESTE;SERRA DOURADA_BA;BOM JESUS DA LAPA;NAO;NAO;NAO
TOCANTINS;NORTE;BRASILANDIA DO TOCANTINS_TO;ARAGUAINA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CONCEICAO DA BARRA DE MINAS_MG;SAO JOAO DEL-REI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;BARRA LONGA_MG;PONTE NOVA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;QUIPAPA_PE;GARANHUNS;NAO;NAO;NAO
BAHIA;NORDESTE;ADUSTINA_BA;PAULO AFONSO;NAO;NAO;NAO
BAHIA;NORDESTE;TABOCAS DO BREJO VELHO_BA;BOM JESUS DA LAPA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;SAO JOSE DO BELMONTE_PE;SERRA TALHADA;NAO;NAO;NAO
BAHIA;NORDESTE;VARZEA DA ROCA_BA;CAMPO FORMOSO;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;PORTEIRAO_GO;URUACU;NAO;NAO;NAO
PARA;NORTE;OURILANDIA DO NORTE_PA;REDENCAO;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;DAMIANOPOLIS_GO;FORMOSA;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;GUARANTA DO NORTE_MT;SINOP;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;ALIANCA_PE;GOIANA;NAO;NAO;NAO
BAHIA;NORDESTE;UIBAI_BA;IRECE;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;RIACHO DE SANTANA_RN;PAU DOS FERROS;NAO;NAO;NAO
SERGIPE;NORDESTE;PINHAO_SE;ITABAIANA;NAO;NAO;NAO
CEARA;NORDESTE;UMIRIM_CE;ITAPIPOCA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAGRADA FAMILIA_RS;PORTO ALEGRE;NAO;NAO;NAO
CEARA;NORDESTE;POTIRETAMA_CE;LIMOEIRO DO NORTE;NAO;NAO;NAO
BAHIA;NORDESTE;SANTA CRUZ DA VITORIA_BA;BOM JESUS DA LAPA;NAO;NAO;NAO
BAHIA;NORDESTE;ANDORINHA_BA;CAMPO FORMOSO;NAO;NAO;NAO
BAHIA;NORDESTE;SERROLANDIA_BA;CAMPO FORMOSO;NAO;NAO;NAO
PARANA;SUL;INACIO MARTINS_PR;GUARAPUAVA;NAO;NAO;NAO
PARANA;SUL;NOVA LARANJEIRAS_PR;GUARAPUAVA;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;SAO MIGUEL_RN;PAU DOS FERROS;NAO;NAO;NAO
SANTA CATARINA;SUL;QUILOMBO_SC;CHAPECO;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;TABIRA_PE;SERRA TALHADA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;FREI GASPAR_MG;TEOFILO OTONI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ESTRELA DALVA_MG;MURIAE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;WENCESLAU BRAZ_MG;POUSO ALEGRE;NAO;NAO;NAO
BAHIA;NORDESTE;BOTUPORA_BA;GUANAMBI;NAO;NAO;NAO
BAHIA;NORDESTE;UTINGA_BA;IRECE;NAO;NAO;NAO
CEARA;NORDESTE;AIUABA_CE;TAUA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;BRAS PIRES_MG;VICOSA;NAO;NAO;NAO
CEARA;NORDESTE;JUCAS_CE;IGUATU;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;IBIMIRIM_PE;ARCOVERDE;NAO;NAO;NAO
SERGIPE;NORDESTE;TELHA_SE;PROPRIA;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;NOVO SANTO ANTONIO_MT;GARCAS;NAO;NAO;NAO
PARA;NORTE;CUMARU DO NORTE_PA;REDENCAO;NAO;NAO;NAO
BAHIA;NORDESTE;SAO DESIDERIO_BA;BARREIRAS;NAO;NAO;NAO
BAHIA;NORDESTE;OLIVEIRA DOS BREJINHOS_BA;BOM JESUS DA LAPA;NAO;NAO;NAO
BAHIA;NORDESTE;SANTA CRUZ CABRALIA_BA;EUNAPOLIS;NAO;NAO;NAO
TOCANTINS;NORTE;PONTE ALTA DO BOM JESUS_TO;GURUPI;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SANTANA DE CATAGUASES_MG;MURIAE;NAO;NAO;NAO
CEARA;NORDESTE;DEPUTADO IRAPUAN PINHEIRO_CE;IGUATU;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ORIZANIA_MG;MANHUACU;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;EQUADOR_RN;CAICO;NAO;NAO;NAO
GOIAS;CENTRO-OESTE;CAMPOS BELOS_GO;FORMOSA;NAO;NAO;NAO
BAHIA;NORDESTE;ENTRE RIOS_BA;ALAGOINHAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ESPIRITO SANTO DO DOURADO_MG;POUSO ALEGRE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;BOM REPOUSO_MG;POUSO ALEGRE;NAO;NAO;NAO
TOCANTINS;NORTE;BANDEIRANTES DO TOCANTINS_TO;ARAGUAINA;NAO;NAO;NAO
BAHIA;NORDESTE;CAMPO FORMOSO_BA;CAMPO FORMOSO;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;BOM CONSELHO_PE;GARANHUNS;NAO;NAO;NAO
MATO GROSSO DO SUL;CENTRO-OESTE;PONTA PORA_MS;PONTA PORA;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;CERRO CORA_RN;CAICO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;NOVO CRUZEIRO_MG;TEOFILO OTONI;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;DOUTOR SEVERIANO_RN;PAU DOS FERROS;NAO;NAO;NAO
BAHIA;NORDESTE;ESPLANADA_BA;ALAGOINHAS;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;CHARRUA_RS;CARAZINHO;NAO;NAO;NAO
TOCANTINS;NORTE;CARRASCO BONITO_TO;ARAGUAINA;NAO;NAO;NAO
BAHIA;NORDESTE;QUIXABEIRA_BA;CAMPO FORMOSO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;VARGEM GRANDE DO RIO PARDO_MG;JANAUBA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;FLORESTA_PE;SERRA TALHADA;NAO;NAO;NAO
BAHIA;NORDESTE;CRISOPOLIS_BA;ALAGOINHAS;NAO;NAO;NAO
BAHIA;NORDESTE;SAO GABRIEL_BA;IRECE;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;SAGRADA FAMILIA_RS;PELOTAS;NAO;NAO;NAO
BAHIA;NORDESTE;COCOS_BA;BOM JESUS DA LAPA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SAO JOAO DO MANHUACU_MG;MANHUACU;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;SIRINHAEM_PE;CABO DE SANTO AGOSTINHO;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;CARNAIBA_PE;SERRA TALHADA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;RIO FORMOSO_PE;CABO DE SANTO AGOSTINHO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;SENHORA DO PORTO_MG;IPATINGA;NAO;NAO;NAO
RIO GRANDE DO SUL;SUL;GRAMADO XAVIER_RS;ERECHIM;NAO;NAO;NAO
TOCANTINS;NORTE;ANANAS_TO;ARAGUAINA;NAO;NAO;NAO
MATO GROSSO;CENTRO-OESTE;FELIZ NATAL_MT;SINOP;NAO;NAO;NAO
MATO GROSSO DO SUL;CENTRO-OESTE;AGUA CLARA_MS;TRES LAGOAS;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;CORRENTES_PE;GARANHUNS;NAO;NAO;NAO
CEARA;NORDESTE;ALTO SANTO_CE;LIMOEIRO DO NORTE;NAO;NAO;NAO
TOCANTINS;NORTE;ITAGUATINS_TO;ARAGUAINA;NAO;NAO;NAO
BAHIA;NORDESTE;CARAVELAS_BA;TEIXEIRA DE FREITAS;NAO;NAO;NAO
BAHIA;NORDESTE;VARZEA DO POCO_BA;CAMPO FORMOSO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MONTE FORMOSO_MG;TEOFILO OTONI;NAO;NAO;NAO
BAHIA;NORDESTE;SANTANA_BA;BOM JESUS DA LAPA;NAO;NAO;NAO
BAHIA;NORDESTE;BONITO_BA;IRECE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MATHIAS LOBATO_MG;NAO POSSUI;NAO;NAO;NAO
BAHIA;NORDESTE;APORA_BA;ALAGOINHAS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ITINGA_MG;TEOFILO OTONI;NAO;NAO;NAO
BAHIA;NORDESTE;SANTA MARIA DA VITORIA_BA;BOM JESUS DA LAPA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ESPINOSA_MG;JANAUBA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;AGUA PRETA_PE;PALMARES;NAO;NAO;NAO
BAHIA;NORDESTE;SAO FELIX DO CORIBE_BA;BOM JESUS DA LAPA;NAO;NAO;NAO
BAHIA;NORDESTE;SOUTO SOARES_BA;IRECE;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;SERTANIA_PE;ARCOVERDE;NAO;NAO;NAO
CEARA;NORDESTE;PEREIRO_CE;LIMOEIRO DO NORTE;NAO;NAO;NAO
CEARA;NORDESTE;ACARAU_CE;ITAPIPOCA;NAO;NAO;NAO
CEARA;NORDESTE;URUBURETAMA_CE;ITAPIPOCA;NAO;NAO;NAO
BAHIA;NORDESTE;RODELAS_BA;PAULO AFONSO;NAO;NAO;NAO
SERGIPE;NORDESTE;FREI PAULO_SE;ITABAIANA;NAO;NAO;NAO
CEARA;NORDESTE;APUIARES_CE;MARACANAU;NAO;NAO;NAO
PARANA;SUL;RIO BONITO DO IGUACU_PR;PATO BRANCO;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;ITAIBA_PE;ARCOVERDE;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;AFONSO BEZERRA_RN;ACU;NAO;NAO;NAO
BAHIA;NORDESTE;ANTONIO GONCALVES_BA;CAMPO FORMOSO;NAO;NAO;NAO
SANTA CATARINA;SUL;TIMBO GRANDE_SC;CACADOR;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;TABOLEIRO GRANDE_RN;PAU DOS FERROS;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;CEDRO_PE;SALGUEIRO;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CAMPANARIO_MG;TEOFILO OTONI;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;TENENTE ANANIAS_RN;PAU DOS FERROS;NAO;NAO;NAO
MATO GROSSO DO SUL;CENTRO-OESTE;CARACOL_MS;PONTA PORA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;VENTUROSA_PE;ARCOVERDE;NAO;NAO;NAO
CEARA;NORDESTE;BEBERIBE_CE;LIMOEIRO DO NORTE;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;COMERCINHO_MG;TEOFILO OTONI;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;SANTA TEREZINHA_PE;SERRA TALHADA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;UMBURATIBA_MG;TEOFILO OTONI;NAO;NAO;NAO
CEARA;NORDESTE;IPUEIRAS_CE;CRATEUS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;AMPARO DO SERRA_MG;PONTE NOVA;NAO;NAO;NAO
TOCANTINS;NORTE;PORTO ALEGRE DO TOCANTINS_TO;GURUPI;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;ITAU_RN;PAU DOS FERROS;NAO;NAO;NAO
CEARA;NORDESTE;MOMBACA_CE;TAUA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;CARVALHOS_MG;VARGINHA;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;OLHO D'AGUA DO BORGES_RN;PAU DOS FERROS;NAO;NAO;NAO
BAHIA;NORDESTE;LAPAO_BA;IRECE;NAO;NAO;NAO
BAHIA;NORDESTE;RIO REAL_BA;ALAGOINHAS;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;SERRINHA DOS PINTOS_RN;PAU DOS FERROS;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;RAFAEL FERNANDES_RN;PAU DOS FERROS;NAO;NAO;NAO
SERGIPE;NORDESTE;MALHADA DOS BOIS_SE;PROPRIA;NAO;NAO;NAO
SANTA CATARINA;SUL;ENTRE RIOS_SC;CHAPECO;NAO;NAO;NAO
CEARA;NORDESTE;BANABUIU_CE;QUIXADA;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;RAFAEL GODEIRO_RN;PAU DOS FERROS;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;ENTRE FOLHAS_MG;IPATINGA;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;MARTINS SOARES_MG;MANHUACU;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;TACARATU_PE;ARCOVERDE;NAO;NAO;NAO
SERGIPE;NORDESTE;ITAPORANGA D'AJUDA_SE;ESTANCIA;NAO;NAO;NAO
BAHIA;NORDESTE;CANARANA_BA;IRECE;NAO;NAO;NAO
SERGIPE;NORDESTE;POCO VERDE_SE;LAGARTO;NAO;NAO;NAO
CEARA;NORDESTE;CARIUS_CE;IGUATU;NAO;NAO;NAO
RIO GRANDE DO NORTE;NORDESTE;CARNAUBAIS_RN;ACU;NAO;NAO;NAO
MINAS GERAIS;SUDESTE;PAVAO_MG;TEOFILO OTONI;NAO;NAO;NAO
SERGIPE;NORDESTE;NOSSA SENHORA DE LOURDES_SE;PROPRIA;NAO;NAO;NAO
PERNAMBUCO;NORDESTE;CANHOTINHO_PE;GARANHUNS;NAO;NAO;NAO
SAO PAULO;SUDESTE;SANDOVALINA_SP;PRESIDENTE PRUDENTE;NAO;NAO;NAO
RIO DE JANEIRO;SUDESTE;MACUCO_RJ;NOVA FRIBURGO;NAO;NAO;NAO
TOCANTINS;NORTE;XAMBIOA_TO;ARAGUAINA;NAO;NAO;NAO
