Estado;Regiao;Municipio;Subsecao_Judiciaria TRF;Atuacao_DPU;DPU_Presencial;DPU_Remoto
PIAUI;NORDESTE;ELESBAO VELOSO_PI;TERESINA;SIM;SIM;SIM
MARANHAO;NORDESTE;PORTO FRANCO_MA;IMPERATRIZ;SIM;SIM;SIM
RONDONIA;NORTE;BURITIS_RO;PORTO VELHO;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;ITAGUARI_GO;GOIANIA;SIM;SIM;SIM
PARANA;SUL;SAO JERONIMO DA SERRA_PR;LONDRINA;SIM;SIM;SIM
RONDONIA;NORTE;URUPA_RO;JI-PARANA;SIM;SIM;SIM
PERNAMBUCO;NORDESTE;CARUARU_PE;CARUARU;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;NAZARIO_GO;GOIANIA;SIM;SIM;SIM
MATO GROSSO DO SUL;CENTRO-OESTE;BODOQUENA_MS;CAMPO GRANDE;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;MOIPORA_GO;GOIANIA;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;JACIARA_MT;RONDONOPOLIS;SIM;SIM;SIM
ESPIRITO SANTO;SUDESTE;SANTA LEOPOLDINA_ES;VITORIA;SIM;SIM;SIM
RIO DE JANEIRO;SUDESTE;BELFORD ROXO_RJ;DUQUE DE CAXIAS;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;QUEVEDOS_RS;PELOTAS;SIM;SIM;SIM
CEARA;NORDESTE;SAO GONCALO DO AMARANTE_CE;FORTALEZA;SIM;SIM;SIM
PERNAMBUCO;NORDESTE;NAZARE DA MATA_PE;RECIFE;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;BOCAIUVA_MG;MONTES CLAROS;SIM;SIM;SIM
PARANA;SUL;IGUATU_PR;CASCAVEL;SIM;SIM;SIM
PARAIBA;NORDESTE;CABEDELO_PB;JOAO PESSOA;SIM;SIM;SIM
BAHIA;NORDESTE;ITAPE_BA;ITABUNA;SIM;SIM;SIM
RONDONIA;NORTE;ARIQUEMES_RO;PORTO VELHO;SIM;SIM;SIM
RIO DE JANEIRO;SUDESTE;ITAGUAI_RJ;RIO DE JANEIRO;SIM;SIM;SIM
MATO GROSSO DO SUL;CENTRO-OESTE;JARAGUARI_MS;CAMPO GRANDE;SIM;SIM;SIM
SAO PAULO;SUDESTE;DOLCINOPOLIS_SP;JALES;SIM;SIM;SIM
PIAUI;NORDESTE;SAO FELIX DO PIAUI_PI;TERESINA;SIM;SIM;SIM
PARA;NORTE;CASTANHAL_PA;CASTANHAL;SIM;SIM;SIM
SAO PAULO;SUDESTE;ASPASIA_SP;JALES;SIM;SIM;SIM
CEARA;NORDESTE;PACAJUS_CE;FORTALEZA;SIM;SIM;SIM
PARANA;SUL;TAMARANA_PR;LONDRINA;SIM;SIM;SIM
CEARA;NORDESTE;BREJO SANTO_CE;JUAZEIRO DO NORTE;SIM;SIM;SIM
BAHIA;NORDESTE;SIMOES FILHO_BA;SALVADOR;SIM;SIM;SIM
PARA;NORTE;RONDON DO PARA_PA;MARABA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;OUVIDOR_GO;GOIANIA;SIM;SIM;SIM
PARANA;SUL;TIJUCAS DO SUL_PR;CURITIBA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;NOVA VENEZA_GO;GOIANIA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;ALTO RIO DOCE_MG;BELO HORIZONTE;SIM;SIM;SIM
MATO GROSSO DO SUL;CENTRO-OESTE;ANASTACIO_MS;CAMPO GRANDE;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;RIO BRANCO_MT;CACERES;SIM;SIM;SIM
RONDONIA;NORTE;SANTA LUZIA D'OESTE_RO;JI-PARANA;SIM;SIM;SIM
RIO DE JANEIRO;SUDESTE;DUQUE DE CAXIAS_RJ;DUQUE DE CAXIAS;SIM;SIM;SIM
SANTA CATARINA;SUL;PAULO LOPES_SC;FLORIANOPOLIS;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;TAQUARAL DE GOIAS_GO;GOIANIA;SIM;SIM;SIM
BAHIA;NORDESTE;MADRE DE DEUS_BA;SALVADOR;SIM;SIM;SIM
PERNAMBUCO;NORDESTE;OLINDA_PE;RECIFE;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;PALMINOPOLIS_GO;GOIANIA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;NOVO BRASIL_GO;GOIANIA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SALINAS_MG;MONTES CLAROS;SIM;SIM;SIM
PARANA;SUL;MARIA HELENA_PR;UMUARAMA;SIM;SIM;SIM
SAO PAULO;SUDESTE;IBIUNA_SP;SOROCABA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;RIO PRETO_MG;JUIZ DE FORA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;ITAUCU_GO;GOIANIA;SIM;SIM;SIM
MARANHAO;NORDESTE;GODOFREDO VIANA_MA;SAO LUIS;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;PEDRO OSORIO_RS;PASSO FUNDO;SIM;SIM;SIM
CEARA;NORDESTE;ITAITINGA_CE;FORTALEZA;SIM;SIM;SIM
PARANA;SUL;GUARANIACU_PR;CASCAVEL;SIM;SIM;SIM
PARANA;SUL;RIO BRANCO DO SUL_PR;CURITIBA;SIM;SIM;SIM
RIO DE JANEIRO;SUDESTE;ANGRA DOS REIS_RJ;ANGRA DOS REIS;SIM;SIM;SIM
PERNAMBUCO;NORDESTE;JABOATAO DOS GUARARAPES_PE;RECIFE;SIM;SIM;SIM
ESPIRITO SANTO;SUDESTE;ECOPORANGA_ES;COLATINA;SIM;SIM;SIM
PARANA;SUL;RAMILANDIA_PR;FOZ DO IGUACU;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;CARANAIBA_MG;BELO HORIZONTE;SIM;SIM;SIM
MATO GROSSO DO SUL;CENTRO-OESTE;ANGELICA_MS;DOURADOS;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;ITAPIRAPUA_GO;GOIANIA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;HIDROLANDIA_GO;APARECIDA DE GOIANIA;SIM;SIM;SIM
ESPIRITO SANTO;SUDESTE;BARRA DE SAO FRANCISCO_ES;COLATINA;SIM;SIM;SIM
MATO GROSSO DO SUL;CENTRO-OESTE;TERENOS_MS;CAMPO GRANDE;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SANTANA DOS MONTES_MG;BELO HORIZONTE;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;OLARIA_MG;JUIZ DE FORA;SIM;SIM;SIM
PARANA;SUL;ICARAIMA_PR;UMUARAMA;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;BARAO DO TRIUNFO_RS;BENTO GONCALVES;SIM;SIM;SIM
TOCANTINS;NORTE;LAJEADO_TO;PALMAS;SIM;SIM;SIM
RIO DE JANEIRO;SUDESTE;RIO BONITO_RJ;ITABORAI;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;CACERES_MT;CACERES;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SILVEIRANIA_MG;JUIZ DE FORA;SIM;SIM;SIM
SAO PAULO;SUDESTE;SANTA CLARA D'OESTE_SP;JALES;SIM;SIM;SIM
MARANHAO;NORDESTE;ACAILANDIA_MA;IMPERATRIZ;SIM;SIM;SIM
PARANA;SUL;SAO MIGUEL DO IGUACU_PR;FOZ DO IGUACU;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;BONFINOPOLIS_GO;GOIANIA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;BRAZABRANTES_GO;GOIANIA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;CONSELHEIRO PENA_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;ACEGUA_RS;BAGE;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;CERRO GRANDE DO SUL_RS;CARAZINHO;SIM;SIM;SIM
RORAIMA;NORTE;BOA VISTA_RR;BOA VISTA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;PAINEIRAS_MG;BELO HORIZONTE;SIM;SIM;SIM
RONDONIA;NORTE;ESPIGAO D'OESTE_RO;VILHENA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;AMERICANO DO BRASIL_GO;GOIANIA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;ITAGUARU_GO;GOIANIA;SIM;SIM;SIM
BAHIA;NORDESTE;SAO GONCALO DOS CAMPOS_BA;FEIRA DE SANTANA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;TUPACIGUARA_MG;UBERLANDIA;SIM;SIM;SIM
MATO GROSSO DO SUL;CENTRO-OESTE;VICENTINA_MS;DOURADOS;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;ADELANDIA_GO;GOIANIA;SIM;SIM;SIM
MATO GROSSO DO SUL;CENTRO-OESTE;NOVA ANDRADINA_MS;DOURADOS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;CEDRO DO ABAETE_MG;BELO HORIZONTE;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;CALDAZINHA_GO;GOIANIA;SIM;SIM;SIM
PARANA;SUL;QUERENCIA DO NORTE_PR;UMUARAMA;SIM;SIM;SIM
RONDONIA;NORTE;SAO FELIPE D'OESTE_RO;JI-PARANA;SIM;SIM;SIM
SAO PAULO;SUDESTE;CANANEIA_SP;REGISTRO;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;SAO JERONIMO_RS;RIO GRANDE;SIM;SIM;SIM
SAO PAULO;SUDESTE;PARANAPUA_SP;JALES;SIM;SIM;SIM
MARANHAO;NORDESTE;PEDREIRAS_MA;SAO LUIS;SIM;SIM;SIM
SAO PAULO;SUDESTE;ELDORADO_SP;REGISTRO;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;VIANOPOLIS_GO;GOIANIA;SIM;SIM;SIM
BAHIA;NORDESTE;LAURO DE FREITAS_BA;SALVADOR;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;SANTANA DA BOA VISTA_RS;BAGE;SIM;SIM;SIM
BAHIA;NORDESTE;SAO SEBASTIAO DO PASSE_BA;SALVADOR;SIM;SIM;SIM
PARA;NORTE;SANTA IZABEL DO PARA_PA;PARA;SIM;SIM;SIM
PIAUI;NORDESTE;PARNAIBA_PI;PARNAIBA;SIM;SIM;SIM
CEARA;NORDESTE;JUAZEIRO DO NORTE_CE;JUAZEIRO DO NORTE;SIM;SIM;SIM
RONDONIA;NORTE;SAO MIGUEL DO GUAPORE_RO;JI-PARANA;SIM;SIM;SIM
TOCANTINS;NORTE;SANTA MARIA DO TOCANTINS_TO;PALMAS;SIM;SIM;SIM
MATO GROSSO DO SUL;CENTRO-OESTE;FIGUEIRAO_MS;CAMPO GRANDE;SIM;SIM;SIM
PARANA;SUL;LEOPOLIS_PR;LONDRINA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;CARBONITA_MG;MONTES CLAROS;SIM;SIM;SIM
MARANHAO;NORDESTE;CAXIAS_MA;CAXIAS;SIM;SIM;SIM
RIO DE JANEIRO;SUDESTE;RIO CLARO_RJ;VOLTA REDONDA;SIM;SIM;SIM
SAO PAULO;SUDESTE;ITARIRI_SP;REGISTRO;SIM;SIM;SIM
PARA;NORTE;DOM ELISEU_PA;PARAGOMINAS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;ALEM PARAIBA_MG;JUIZ DE FORA;SIM;SIM;SIM
BAHIA;NORDESTE;FEIRA DE SANTANA_BA;FEIRA DE SANTANA;SIM;SIM;SIM
SAO PAULO;SUDESTE;PERUIBE_SP;SAO VICENTE;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;FORMIGUEIRO_RS;ERECHIM;SIM;SIM;SIM
BAHIA;NORDESTE;MACARANI_BA;VITORIA DA CONQUISTA;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;BARRA DO QUARAI_RS;CACHOEIRA DO SUL;SIM;SIM;SIM
RONDONIA;NORTE;OURO PRETO DO OESTE_RO;JI-PARANA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;GOIANIRA_GO;GOIANIA;SIM;SIM;SIM
MARANHAO;NORDESTE;PACO DO LUMIAR_MA;SAO LUIS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;TURMALINA_MG;MONTES CLAROS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;ITAVERAVA_MG;BELO HORIZONTE;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;CORREGO DO OURO_GO;GOIANIA;SIM;SIM;SIM
MATO GROSSO DO SUL;CENTRO-OESTE;BONITO_MS;CAMPO GRANDE;SIM;SIM;SIM
PARANA;SUL;JATAIZINHO_PR;LONDRINA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SAO JOSE DA VARGINHA_MG;BELO HORIZONTE;SIM;SIM;SIM
MATO GROSSO DO SUL;CENTRO-OESTE;CAARAPO_MS;DOURADOS;SIM;SIM;SIM
BAHIA;NORDESTE;ITAPITANGA_BA;ITABUNA;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;CERRITO_RS;CARAZINHO;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;DONA FRANCISCA_RS;CRUZ ALTA;SIM;SIM;SIM
SAO PAULO;SUDESTE;SAO LOURENCO DA SERRA_SP;SAO PAULO;SIM;SIM;SIM
ALAGOAS;NORDESTE;MACEIO_AL;MACEIO;SIM;SIM;SIM
SAO PAULO;SUDESTE;PARISI_SP;JALES;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;PIRANHAS_GO;GOIANIA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;NOVA AURORA_GO;GOIANIA;SIM;SIM;SIM
SAO PAULO;SUDESTE;SANTA SALETE_SP;JALES;SIM;SIM;SIM
TOCANTINS;NORTE;PEDRO AFONSO_TO;PALMAS;SIM;SIM;SIM
SAO PAULO;SUDESTE;TAPIRAI_SP;SOROCABA;SIM;SIM;SIM
SAO PAULO;SUDESTE;GUATAPARA_SP;RIBEIRAO PRETO;SIM;SIM;SIM
PARANA;SUL;RANCHO ALEGRE_PR;LONDRINA;SIM;SIM;SIM
SAO PAULO;SUDESTE;BARRINHA_SP;RIBEIRAO PRETO;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;JARAGUA_GO;GOIANIA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;PAPAGAIOS_MG;BELO HORIZONTE;SIM;SIM;SIM
PARANA;SUL;MANDIRITUBA_PR;CURITIBA;SIM;SIM;SIM
SAO PAULO;SUDESTE;JUQUIA_SP;REGISTRO;SIM;SIM;SIM
SAO PAULO;SUDESTE;ITAPECERICA DA SERRA_SP;OSASCO;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SANTO ANTONIO DO AVENTUREIRO_MG;JUIZ DE FORA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;DIORAMA_GO;GOIANIA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;FAINA_GO;GOIANIA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;PIRAUBA_MG;JUIZ DE FORA;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;GENERAL CAMARA_RS;ERECHIM;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;GOIANA_MG;JUIZ DE FORA;SIM;SIM;SIM
PARAIBA;NORDESTE;PATOS_PB;PATOS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;VARZEA DA PALMA_MG;MONTES CLAROS;SIM;SIM;SIM
PARANA;SUL;ADRIANOPOLIS_PR;CURITIBA;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;VILA NOVA DO SUL_RS;SANTO ANGELO;SIM;SIM;SIM
SAO PAULO;SUDESTE;SALESOPOLIS_SP;MOGI DAS CRUZES;SIM;SIM;SIM
MATO GROSSO DO SUL;CENTRO-OESTE;DEODAPOLIS_MS;DOURADOS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;JUATUBA_MG;BELO HORIZONTE;SIM;SIM;SIM
RONDONIA;NORTE;JARU_RO;PORTO VELHO;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;TAVARES_RS;SANTA ROSA;SIM;SIM;SIM
ESPIRITO SANTO;SUDESTE;ITAGUACU_ES;VITORIA;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;PIRATINI_RS;PASSO FUNDO;SIM;SIM;SIM
ESPIRITO SANTO;SUDESTE;CARIACICA_ES;VITORIA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;ITABERAI_GO;GOIANIA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;RIO NOVO_MG;JUIZ DE FORA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;SANTA FE DE GOIAS_GO;GOIANIA;SIM;SIM;SIM
BAHIA;NORDESTE;JEQUIE_BA;JEQUIE;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;PAIVA_MG;JUIZ DE FORA;SIM;SIM;SIM
BAHIA;NORDESTE;AMELIA RODRIGUES_BA;FEIRA DE SANTANA;SIM;SIM;SIM
SAO PAULO;SUDESTE;PONTALINDA_SP;JALES;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;ARAMBARE_RS;BENTO GONCALVES;SIM;SIM;SIM
CEARA;NORDESTE;FORTALEZA_CE;FORTALEZA;SIM;SIM;SIM
MARANHAO;NORDESTE;IMPERATRIZ_MA;IMPERATRIZ;SIM;SIM;SIM
SAO PAULO;SUDESTE;ITANHAEM_SP;SAO VICENTE;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;PALMELO_GO;GOIANIA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;MONTE ALEGRE DE MINAS_MG;UBERLANDIA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;PEQUERI_MG;JUIZ DE FORA;SIM;SIM;SIM
SANTA CATARINA;SUL;BALNEARIO GAIVOTA_SC;CRICIUMA;SIM;SIM;SIM
SAO PAULO;SUDESTE;TURMALINA_SP;JALES;SIM;SIM;SIM
SAO PAULO;SUDESTE;IGUAPE_SP;REGISTRO;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;AURILANDIA_GO;GOIANIA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;TRINDADE_GO;GOIANIA;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;VIAMAO_RS;SANTO ANGELO;SIM;SIM;SIM
SERGIPE;NORDESTE;SAO CRISTOVAO_SE;ARACAJU;SIM;SIM;SIM
MATO GROSSO DO SUL;CENTRO-OESTE;CORGUINHO_MS;CAMPO GRANDE;SIM;SIM;SIM
PARANA;SUL;CAPITAO LEONIDAS MARQUES_PR;CASCAVEL;SIM;SIM;SIM
SANTA CATARINA;SUL;SAO JOAO DO SUL_SC;CRICIUMA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;INHAUMA_MG;BELO HORIZONTE;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;CENTRAL DE MINAS_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;RIO MANSO_MG;BELO HORIZONTE;SIM;SIM;SIM
SAO PAULO;SUDESTE;PEDRO DE TOLEDO_SP;REGISTRO;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;BELA VISTA DE GOIAS_GO;GOIANIA;SIM;SIM;SIM
SANTA CATARINA;SUL;BALNEARIO BARRA DO SUL_SC;JOINVILLE;SIM;SIM;SIM
PARA;NORTE;BELEM_PA;PARA;SIM;SIM;SIM
RONDONIA;NORTE;JI-PARANA_RO;JI-PARANA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;SAO MIGUEL DO PASSA QUATRO_GO;GOIANIA;SIM;SIM;SIM
SAO PAULO;SUDESTE;CAJATI_SP;REGISTRO;SIM;SIM;SIM
RIO GRANDE DO NORTE;NORDESTE;MOSSORO_RN;MOSSORO;SIM;SIM;SIM
PARANA;SUL;PITANGUEIRAS_PR;LONDRINA;SIM;SIM;SIM
SANTA CATARINA;SUL;SAO JOAO DO ITAPERIU_SC;JOINVILLE;SIM;SIM;SIM
SAO PAULO;SUDESTE;EMBU DAS ARTES_SP;OSASCO;SIM;SIM;SIM
SAO PAULO;SUDESTE;CAPIVARI_SP;CAMPINAS;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SAO GONCALO DO ABAETE_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;CASCALHO RICO_MG;UBERLANDIA;SIM;SIM;SIM
PERNAMBUCO;NORDESTE;PAULISTA_PE;RECIFE;SIM;SIM;SIM
SANTA CATARINA;SUL;PASSO DE TORRES_SC;CRICIUMA;SIM;SIM;SIM
PARANA;SUL;PRADO FERREIRA_PR;LONDRINA;SIM;SIM;SIM
PARANA;SUL;SANTA CRUZ DE MONTE CASTELO_PR;UMUARAMA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;NEROPOLIS_GO;GOIANIA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;FORTUNA DE MINAS_MG;BELO HORIZONTE;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;PEDRA PRETA_MT;RONDONOPOLIS;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;JUSSARA_GO;GOIANIA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SANTA MARIA DE ITABIRA_MG;BELO HORIZONTE;SIM;SIM;SIM
PARANA;SUL;NOVA FATIMA_PR;LONDRINA;SIM;SIM;SIM
SAO PAULO;SUDESTE;SUZANAPOLIS_SP;JALES;SIM;SIM;SIM
PARANA;SUL;CAMPO MAGRO_PR;CURITIBA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;SANTA CRUZ DE GOIAS_GO;GOIANIA;SIM;SIM;SIM
ESPIRITO SANTO;SUDESTE;BAIXO GUANDU_ES;COLATINA;SIM;SIM;SIM
SAO PAULO;SUDESTE;GUARAREMA_SP;MOGI DAS CRUZES;SIM;SIM;SIM
RIO DE JANEIRO;SUDESTE;RIO DAS FLORES_RJ;BARRA DO PIRAI;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;BAGE_RS;BENTO GONCALVES;SIM;SIM;SIM
SAO PAULO;SUDESTE;JACUPIRANGA_SP;REGISTRO;SIM;SIM;SIM
RIO DE JANEIRO;SUDESTE;MESQUITA_RJ;SAO JOAO DE MERITI;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;MARTINHO CAMPOS_MG;BELO HORIZONTE;SIM;SIM;SIM
SAO PAULO;SUDESTE;MOMBUCA_SP;CAMPINAS;SIM;SIM;SIM
PARANA;SUL;GUARACI_PR;LONDRINA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;CAMPO ALEGRE DE GOIAS_GO;GOIANIA;SIM;SIM;SIM
PARANA;SUL;ESPERANCA NOVA_PR;UMUARAMA;SIM;SIM;SIM
SAO PAULO;SUDESTE;ELIAS FAUSTO_SP;CAMPINAS;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;CRISTAL_RS;CAXIAS DO SUL;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SANTA BARBARA_MG;BELO HORIZONTE;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;GOIANDIRA_GO;GOIANIA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;RESPLENDOR_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
MARANHAO;NORDESTE;SAO JOSE DE RIBAMAR_MA;SAO LUIS;SIM;SIM;SIM
SAO PAULO;SUDESTE;TAIACU_SP;RIBEIRAO PRETO;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;PIAU_MG;JUIZ DE FORA;SIM;SIM;SIM
SAO PAULO;SUDESTE;POA_SP;GUARULHOS;SIM;SIM;SIM
PARANA;SUL;BALSA NOVA_PR;CURITIBA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;EDEALINA_GO;GOIANIA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;CORUMBAIBA_GO;GOIANIA;SIM;SIM;SIM
PARAIBA;NORDESTE;JOAO PESSOA_PB;JOAO PESSOA;SIM;SIM;SIM
PARANA;SUL;SANTA MARIANA_PR;LONDRINA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;GUARANI_MG;JUIZ DE FORA;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;CHUVISCA_RS;CARAZINHO;SIM;SIM;SIM
PARANA;SUL;SANTANA DO ITARARE_PR;CASCAVEL;SIM;SIM;SIM
RIO DE JANEIRO;SUDESTE;ENGENHEIRO PAULO DE FRONTIN_RJ;BARRA DO PIRAI;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;SAO JOAO DA PARAUNA_GO;GOIANIA;SIM;SIM;SIM
PARANA;SUL;BELA VISTA DO PARAISO_PR;LONDRINA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;EDEIA_GO;GOIANIA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;TURVANIA_GO;GOIANIA;SIM;SIM;SIM
PARANA;SUL;SANTO ANTONIO DO PARAISO_PR;LONDRINA;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;SILVANIA_GO;GOIANIA;SIM;SIM;SIM
RIO DE JANEIRO;SUDESTE;MENDES_RJ;BARRA DO PIRAI;SIM;SIM;SIM
PARANA;SUL;CENTENARIO DO SUL_PR;LONDRINA;SIM;SIM;SIM
PARANA;SUL;FOZ DO IGUACU_PR;FOZ DO IGUACU;SIM;SIM;SIM
SAO PAULO;SUDESTE;FRANCO DA ROCHA_SP;SAO PAULO;SIM;SIM;SIM
PARANA;SUL;FRANCISCO ALVES_PR;UMUARAMA;SIM;SIM;SIM
MATO GROSSO;CENTRO-OESTE;PONTES E LACERDA_MT;CACERES;SIM;SIM;SIM
PARANA;SUL;ALVORADA DO SUL_PR;LONDRINA;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;ALVORADA_RS;BENTO GONCALVES;SIM;SIM;SIM
PARANA;SUL;PIRAQUARA_PR;CURITIBA;SIM;SIM;SIM
PARANA;SUL;CATANDUVAS_PR;CASCAVEL;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;VESPASIANO_MG;BELO HORIZONTE;SIM;SIM;SIM
ESPIRITO SANTO;SUDESTE;VIANA_ES;VITORIA;SIM;SIM;SIM
SAO PAULO;SUDESTE;BIRITIBA MIRIM_SP;MOGI DAS CRUZES;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;AMARAL FERRADOR_RS;BENTO GONCALVES;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;SAO JOAO NEPOMUCENO_MG;JUIZ DE FORA;SIM;SIM;SIM
SAO PAULO;SUDESTE;ALTINOPOLIS_SP;RIBEIRAO PRETO;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;FIRMINOPOLIS_GO;GOIANIA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;AIMORES_MG;GOVERNADOR VALADARES;SIM;SIM;SIM
RIO GRANDE DO SUL;SUL;LAVRAS DO SUL_RS;BAGE;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;BICAS_MG;JUIZ DE FORA;SIM;SIM;SIM
MINAS GERAIS;SUDESTE;CRISTIANO OTONI_MG;BELO HORIZONTE;SIM;SIM;SIM
GOIAS;CENTRO-OESTE;GOIAS_GO;GOIANIA;SIM;SIM;SIM
PARANA;SUL;PORECATU_PR;LONDRINA;SIM;SIM;SIM
RIO DE JANEIRO;SUDESTE;VASSOURAS_RJ;BARRA DO PIRAI;SIM;SIM;SIM
