cod. ibge;Municipio;Familias;Pessoas;% relativo ao Censo 2022;IVCAD;NC;DPI;DCA;TQA;DR;CH
2311959;Salitre;6.178;16.523;99,30%;0,285;0,343;0,075;0,031;0,652;0,379;0,23
3545100;Salmourão;856;2.146;44,60%;0,254;0,383;0,069;0,07;0,637;0,308;0,059
2612307;Saloá;4.478;11.000;79,50%;0,318;0,296;0,074;0,08;0,777;0,478;0,201
3545159;Saltinho;596;1.606;19,70%;0,249;0,487;0,096;0,03;0,536;0,199;0,15
4215356;Saltinho;560;1.457;40,10%;0,297;0,413;0,107;0,06;0,658;0,327;0,215
3545209;Salto;11.406;27.555;20,50%;0,283;0,446;0,09;0,062;0,584;0,346;0,173
3157104;Salto da Divisa;1.964;4.342;71,10%;0,296;0,327;0,059;0,091;0,66;0,355;0,286
3545308;Salto de Pirapora;7.543;17.612;40,30%;0,26;0,376;0,084;0,064;0,588;0,367;0,081
5107750;Salto do Céu;920;2.123;57,70%;0,328;0,392;0,069;0,081;0,588;0,228;0,611
4122909;Salto do Itararé;1.187;2.773;53,40%;0,35;0,334;0,114;0,063;0,634;0,347;0,611
4316451;Salto do Jacuí;2.943;5.234;51,30%;0,3;0,295;0,062;0,065;0,706;0,491;0,181
4123006;Salto do Lontra;2.240;5.415;35,60%;0,284;0,403;0,102;0,07;0,647;0,352;0,129
3545407;Salto Grande;1.501;3.609;39,90%;0,263;0,386;0,073;0,085;0,652;0,279;0,104
4215406;Salto Veloso;513;1.232;28,10%;0,269;0,432;0,117;0,048;0,634;0,255;0,128
2927408;Salvador;588.278;1.142.972;47,30%;0,255;0,311;0,055;0,041;0,588;0,413;0,122
4316477;Salvador das Missões;350;865;30,10%;-;-;-;-;-;-;-
4316501;Salvador do Sul;205;507;7,40%;-;-;-;-;-;-;-
1506302;Salvaterra;8.983;19.015;78,80%;0,297;0,274;0,067;0,046;0,721;0,499;0,178
2109700;Sambaíba;1.986;4.676;84,00%;0,324;0,341;0,097;0,116;0,668;0,444;0,278
1718808;Sampaio;1.756;4.283;101,60%;0,303;0,376;0,126;0,073;0,709;0,401;0,131
4316600;Sananduva;842;2.182;13,30%;0,241;0,409;0,077;0,083;0,614;0,174;0,091
5219001;Sanclerlândia;2.022;4.515;57,00%;0,242;0,343;0,058;0,066;0,59;0,285;0,11
1718840;Sandolândia;1.390;3.223;86,60%;0,282;0,348;0,102;0,03;0,613;0,377;0,221
3545506;Sandovalina;1.155;2.527;69,30%;0,317;0,319;0,05;0,055;0,646;0,433;0,398
4215455;Sangão;1.103;3.016;23,40%;0,297;0,481;0,12;0,046;0,638;0,338;0,161
2612406;Sanharó;7.567;14.643;78,60%;0,279;0,267;0,048;0,039;0,664;0,504;0,15
4317103;Sant'Ana do Livramento;19.478;39.884;47,20%;0,289;0,377;0,086;0,058;0,63;0,457;0,126
3545605;Santa Adélia;2.937;6.604;47,10%;0,257;0,364;0,073;0,049;0,57;0,381;0,103
3545704;Santa Albertina;693;1.534;24,00%;0,229;0,418;0,057;0,02;0,63;0,164;0,085
4123105;Santa Amélia;657;1.842;54,30%;0,256;0,38;0,086;0,088;0,621;0,227;0,133
2927507;Santa Bárbara;8.810;18.585;88,70%;0,292;0,268;0,057;0,067;0,701;0,447;0,214
3157203;Santa Bárbara;5.499;12.978;42,60%;0,287;0,38;0,093;0,043;0,632;0,419;0,158
3545803;Santa Bárbara d'Oeste;10.997;27.104;14,80%;0,265;0,471;0,081;0,038;0,585;0,335;0,078
5219100;Santa Bárbara de Goiás;1.754;3.960;64,40%;0,271;0,362;0,067;0,069;0,624;0,371;0,132
3157252;Santa Bárbara do Leste;2.540;6.061;71,70%;0,27;0,315;0,08;0,019;0,676;0,403;0,125
3157278;Santa Bárbara do Monte Verde;786;1.764;57,00%;0,278;0,355;0,065;0,034;0,696;0,408;0,108
1506351;Santa Bárbara do Pará;6.455;15.307;72,60%;0,276;0,359;0,075;0,033;0,635;0,388;0,167
4316709;Santa Bárbara do Sul;1.642;3.448;42,50%;0,275;0,369;0,07;0,047;0,657;0,375;0,136
3157302;Santa Bárbara do Tugúrio;753;2.016;47,90%;0,276;0,309;0,075;0,074;0,68;0,332;0,188
3546009;Santa Branca;2.634;6.477;46,30%;0,263;0,376;0,086;0,067;0,6;0,322;0,127
2927606;Santa Brígida;4.825;11.656;77,90%;0,311;0,304;0,082;0,061;0,686;0,448;0,288
5107248;Santa Carmem;1.146;3.102;57,70%;0,285;0,469;0,114;0,057;0,639;0,298;0,133
4215505;Santa Cecília;3.015;7.485;48,10%;0,301;0,416;0,124;0,066;0,676;0,359;0,168
2513158;Santa Cecília;2.471;6.337;82,60%;0,3;0,288;0,057;0,025;0,704;0,448;0,28
4123204;Santa Cecília do Pavão;875;2.048;60,90%;0,227;0,348;0,061;0,018;0,623;0,249;0,064
4316733;Santa Cecília do Sul;265;701;41,90%;-;-;-;-;-;-;-
3546108;Santa Clara d'Oeste;606;1.471;56,60%;0,269;0,401;0,069;0,08;0,611;0,363;0,087
4316758;Santa Clara do Sul;526;1.367;19,80%;0,247;0,511;0,102;0,085;0,59;0,097;0,1
2411205;Santa Cruz;9.621;23.424;62,80%;0,28;0,325;0,074;0,071;0,719;0,403;0,086
2612455;Santa Cruz;4.818;11.165;80,70%;0,298;0,295;0,064;0,023;0,721;0,448;0,235
2513208;Santa Cruz;1.893;4.509;75,80%;0,279;0,263;0,053;0,043;0,687;0,444;0,186
2927705;Santa Cruz Cabrália;9.958;21.305;73,00%;0,296;0,358;0,094;0,045;0,635;0,387;0,258
2612471;Santa Cruz da Baixa Verde;3.986;10.104;87,40%;0,281;0,323;0,071;0,017;0,644;0,409;0,221
3546207;Santa Cruz da Conceição;631;1.621;37,90%;0,292;0,406;0,068;0,069;0,648;0,42;0,139
3546256;Santa Cruz da Esperança;367;966;45,70%;0,251;0,396;0,053;0,083;0,575;0,295;0,104
2927804;Santa Cruz da Vitória;2.265;3.976;84,90%;0,264;0,28;0,047;0,037;0,687;0,451;0,084
3546306;Santa Cruz das Palmeiras;3.708;9.166;31,80%;0,281;0,42;0,099;0,055;0,628;0,375;0,106
5219209;Santa Cruz de Goiás;709;1.658;55,20%;0,269;0,345;0,072;0,057;0,637;0,321;0,183
3157336;Santa Cruz de Minas;1.693;3.922;48,40%;0,262;0,371;0,12;0,041;0,616;0,369;0,057
4123303;Santa Cruz de Monte Castelo;2.000;4.750;55,10%;0,263;0,367;0,07;0,068;0,633;0,304;0,136
3157377;Santa Cruz de Salinas;1.282;3.148;80,50%;0,286;0,287;0,073;0,07;0,672;0,441;0,173
1506401;Santa Cruz do Arari;2.436;6.752;90,70%;0,324;0,322;0,088;0,053;0,736;0,465;0,281
2612505;Santa Cruz do Capibaribe;33.907;73.052;74,40%;0,263;0,318;0,07;0,05;0,646;0,361;0,137
3157401;Santa Cruz do Escalvado;1.492;3.813;81,60%;0,284;0,309;0,078;0,044;0,718;0,424;0,134
2209104;Santa Cruz do Piauí;2.254;4.996;85,70%;0,352;0,248;0,039;0,059;0,639;0,418;0,711
3546405;Santa Cruz do Rio Pardo;4.549;11.058;23,80%;0,255;0,415;0,078;0,027;0,607;0,292;0,109
4316808;Santa Cruz do Sul;14.417;32.079;24,10%;0,271;0,398;0,068;0,065;0,619;0,354;0,121
5107743;Santa Cruz do Xingu;601;1.494;56,10%;0,31;0,408;0,108;0,026;0,618;0,433;0,27
2209153;Santa Cruz dos Milagres;1.032;2.627;76,50%;0,252;0,286;0,042;0,017;0,647;0,386;0,135
3157500;Santa Efigênia de Minas;1.264;3.098;76,70%;0,328;0,326;0,103;0,06;0,713;0,369;0,399
3546504;Santa Ernestina;949;2.141;35,00%;0,304;0,398;0,086;0,083;0,604;0,442;0,214
4123402;Santa Fé;1.775;4.251;37,40%;0,212;0,389;0,06;0,011;0,588;0,147;0,078
5219258;Santa Fé de Goiás;1.145;2.517;50,80%;0,276;0,406;0,098;0,042;0,588;0,363;0,158
3157609;Santa Fé de Minas;1.142;2.619;74,40%;0,336;0,327;0,102;0,08;0,667;0,393;0,446
1718865;Santa Fé do Araguaia;1.754;4.320;59,90%;0,264;0,396;0,114;0,05;0,598;0,268;0,156
3546603;Santa Fé do Sul;3.032;7.216;20,70%;0,259;0,415;0,076;0,072;0,602;0,282;0,108
2612554;Santa Filomena;4.679;11.642;96,20%;0,289;0,276;0,073;0,061;0,643;0,403;0,278
2209203;Santa Filomena;2.144;5.138;84,40%;0,299;0,347;0,077;0,041;0,659;0,435;0,235
2109759;Santa Filomena do Maranhão;1.695;4.873;72,80%;0,284;0,361;0,075;0,031;0,647;0,41;0,182
3546702;Santa Gertrudes;1.494;3.857;16,30%;0,256;0,464;0,087;0,024;0,581;0,264;0,114
2109809;Santa Helena;11.494;23.148;55,70%;0,343;0,266;0,069;0,061;0,604;0,469;0,586
4123501;Santa Helena;3.604;9.242;36,30%;0,265;0,438;0,075;0,061;0,633;0,241;0,145
2513307;Santa Helena;2.472;5.162;88,00%;0,277;0,23;0,047;0,018;0,688;0,481;0,201
4215554;Santa Helena;244;684;28,20%;-;-;-;-;-;-;-
5219308;Santa Helena de Goiás;7.077;16.068;41,70%;0,272;0,422;0,095;0,022;0,62;0,36;0,114
3157658;Santa Helena de Minas;2.167;4.793;80,70%;0,346;0,286;0,096;0,075;0,74;0,483;0,396
2109908;Santa Inês;22.512;54.644;64,30%;0,263;0,371;0,074;0,046;0,639;0,364;0,085
2927903;Santa Inês;4.006;8.089;78,50%;0,322;0,287;0,058;0,083;0,721;0,437;0,345
2513356;Santa Inês;1.260;2.918;90,40%;0,324;0,274;0,08;0,092;0,733;0,5;0,267
4123600;Santa Inês;361;845;48,30%;0,286;0,36;0,083;0,063;0,647;0,433;0,126
3546801;Santa Isabel;8.211;18.683;35,10%;0,274;0,392;0,082;0,032;0,598;0,42;0,122
5219357;Santa Isabel;1.264;2.764;78,10%;0,303;0,325;0,094;0,034;0,602;0,392;0,371
4123709;Santa Isabel do Ivaí;1.896;4.492;50,40%;0,241;0,41;0,096;0,048;0,591;0,224;0,079
1303601;Santa Isabel do Rio Negro;3.688;11.147;78,70%;0,36;0,423;0,134;0,061;0,652;0,442;0,446
4123808;Santa Izabel do Oeste;1.671;4.302;30,60%;0,257;0,427;0,129;0,09;0,625;0,158;0,111
1506500;Santa Izabel do Pará;15.844;38.101;52,20%;0,275;0,368;0,09;0,052;0,615;0,359;0,168
3157708;Santa Juliana;1.861;4.537;28,80%;0,309;0,472;0,145;0,055;0,612;0,346;0,227
3204500;Santa Leopoldina;2.645;6.444;49,20%;0,288;0,336;0,085;0,042;0,682;0,409;0,173
4123824;Santa Lúcia;665;1.487;40,80%;0,281;0,388;0,123;0,047;0,647;0,345;0,139
3546900;Santa Lúcia;619;1.733;24,20%;0,255;0,404;0,098;0,026;0,584;0,341;0,076
2209302;Santa Luz;2.280;4.768;89,40%;0,325;0,274;0,063;0,08;0,693;0,485;0,355
3157807;Santa Luzia;37.778;92.145;42,00%;0,268;0,403;0,089;0,037;0,606;0,371;0,103
2110005;Santa Luzia;16.178;42.157;73,10%;0,304;0,384;0,091;0,071;0,666;0,424;0,186
2513406;Santa Luzia;4.369;9.778;65,40%;0,26;0,307;0,056;0,064;0,641;0,405;0,084
2928059;Santa Luzia;4.314;8.720;62,80%;0,298;0,311;0,073;0,079;0,701;0,465;0,162
1100296;Santa Luzia D'Oeste;1.836;4.411;59,50%;0,266;0,383;0,096;0,029;0,61;0,247;0,233
2806305;Santa Luzia do Itanhy;4.864;11.089;81,40%;0,283;0,32;0,058;0,062;0,706;0,412;0,14
2707909;Santa Luzia do Norte;2.198;4.977;71,90%;0,343;0,353;0,08;0,068;0,698;0,466;0,391
1506559;Santa Luzia do Pará;7.115;17.037;83,60%;0,309;0,322;0,094;0,087;0,674;0,461;0,219
2110039;Santa Luzia do Paruá;8.022;17.480;71,90%;0,32;0,32;0,081;0,035;0,744;0,54;0,201
3157906;Santa Margarida;4.341;12.351;75,30%;0,321;0,337;0,096;0,029;0,668;0,323;0,472
4316972;Santa Margarida do Sul;552;1.205;46,40%;0,292;0,344;0,061;0,056;0,695;0,409;0,185
4316907;Santa Maria;37.979;82.989;30,50%;0,277;0,391;0,094;0,046;0,597;0,379;0,156
2409332;Santa Maria;1.708;3.941;81,30%;0,297;0,292;0,052;0,095;0,678;0,468;0,199
2612604;Santa Maria da Boa Vista;18.038;37.226;91,70%;0,292;0,264;0,07;0,059;0,627;0,482;0,248
3547007;Santa Maria da Serra;1.098;2.566;48,90%;0,273;0,43;0,072;0,039;0,608;0,396;0,095
2928109;Santa Maria da Vitória;14.739;30.385;78,70%;0,279;0,269;0,069;0,023;0,687;0,456;0,173
1506583;Santa Maria das Barreiras;5.590;14.271;86,20%;0,294;0,364;0,098;0,074;0,66;0,291;0,276
3158003;Santa Maria de Itabira;1.804;4.694;44,80%;0,282;0,4;0,091;0,054;0,655;0,348;0,144
3204559;Santa Maria de Jetibá;5.388;15.059;36,20%;0,294;0,431;0,131;0,046;0,65;0,277;0,228
2612703;Santa Maria do Cambucá;6.287;11.800;84,20%;0,312;0,239;0,055;0,054;0,748;0,493;0,284
4316956;Santa Maria do Herval;275;637;10,00%;0,279;0,389;0,083;0,062;0,649;0,342;0,147
4123857;Santa Maria do Oeste;2.762;6.555;66,00%;0,29;0,36;0,098;0,044;0,67;0,342;0,228
1506609;Santa Maria do Pará;7.671;18.974;77,10%;0,286;0,329;0,069;0,039;0,699;0,399;0,178
3158102;Santa Maria do Salto;1.927;3.824;80,40%;0,27;0,256;0,052;0,05;0,681;0,426;0,152
3158201;Santa Maria do Suaçuí;3.335;7.478;58,50%;0,275;0,321;0,091;0,07;0,666;0,388;0,115
1718881;Santa Maria do Tocantins;620;1.636;61,00%;0,261;0,375;0,065;0,027;0,632;0,31;0,155
3304607;Santa Maria Madalena;1.664;3.882;37,90%;0,295;0,363;0,066;0,09;0,675;0,41;0,165
4123907;Santa Mariana;2.922;6.966;62,90%;0,245;0,357;0,064;0,046;0,647;0,287;0,07
3547106;Santa Mercedes;655;1.599;54,10%;0,268;0,391;0,062;0,055;0,64;0,384;0,075
4123956;Santa Mônica;840;2.028;60,40%;0,277;0,389;0,102;0,069;0,648;0,32;0,131
2312205;Santa Quitéria;15.538;33.230;82,70%;0,265;0,288;0,05;0,027;0,614;0,43;0,179
2110104;Santa Quitéria do Maranhão;7.980;22.352;93,30%;0,321;0,318;0,069;0,057;0,647;0,502;0,335
2513703;Santa Rita;36.936;83.501;55,70%;0,34;0,364;0,093;0,08;0,707;0,429;0,368
2110203;Santa Rita;12.447;26.823;72,40%;0,31;0,318;0,072;0,042;0,644;0,486;0,297
3547403;Santa Rita d'Oeste;295;697;25,50%;-;-;-;-;-;-;-
3159209;Santa Rita de Caldas;1.528;3.652;43,20%;0,252;0,379;0,076;0,052;0,635;0,254;0,12
2928406;Santa Rita de Cássia;11.624;24.159;88,20%;0,314;0,261;0,063;0,035;0,694;0,532;0,296
3159407;Santa Rita de Ibitipoca;700;1.695;51,30%;0,276;0,345;0,091;0,071;0,674;0,339;0,134
3159308;Santa Rita de Jacutinga;1.080;2.273;47,80%;0,303;0,343;0,087;0,068;0,682;0,467;0,171
3159357;Santa Rita de Minas;1.656;4.156;61,40%;0,279;0,359;0,092;0,066;0,685;0,363;0,109
5219407;Santa Rita do Araguaia;1.525;3.431;57,90%;0,289;0,409;0,104;0,041;0,634;0,408;0,137
3159506;Santa Rita do Itueto;1.499;3.634;62,40%;0,283;0,322;0,089;0,023;0,698;0,434;0,135
5219456;Santa Rita do Novo Destino;965;2.099;78,10%;0,297;0,346;0,118;0,068;0,644;0,393;0,214
5007554;Santa Rita do Pardo;1.591;3.836;54,60%;0,277;0,41;0,109;0,08;0,632;0,28;0,152
3547502;Santa Rita do Passa Quatro;2.855;6.815;27,40%;0,265;0,384;0,057;0,047;0,632;0,381;0,088
3159605;Santa Rita do Sapucaí;5.777;15.194;37,40%;0,249;0,413;0,087;0,037;0,589;0,25;0,118
1718899;Santa Rita do Tocantins;535;1.500;67,60%;0,285;0,387;0,115;0,088;0,633;0,266;0,221
5107768;Santa Rita do Trivelato;948;2.468;75,30%;0,277;0,456;0,084;0,08;0,582;0,308;0,151
4317202;Santa Rosa;9.392;20.945;27,20%;0,265;0,442;0,094;0,05;0,598;0,229;0,177
3159704;Santa Rosa da Serra;628;1.648;48,70%;0,273;0,379;0,121;0,043;0,656;0,353;0,084
5219506;Santa Rosa de Goiás;853;1.999;70,90%;0,316;0,316;0,064;0,05;0,641;0,32;0,507
2806503;Santa Rosa de Lima;1.196;3.001;76,20%;0,276;0,325;0,07;0,114;0,675;0,361;0,115
4215604;Santa Rosa de Lima;205;586;28,10%;-;-;-;-;-;-;-
3547601;Santa Rosa de Viterbo;2.885;6.728;28,70%;0,269;0,427;0,079;0,052;0,618;0,368;0,073
2209377;Santa Rosa do Piauí;1.753;3.873;83,30%;0,314;0,259;0,051;0,02;0,661;0,488;0,402
1200435;Santa Rosa do Purus;1.767;6.331;94,20%;0,418;0,464;0,212;0,13;0,776;0,488;0,44
4215653;Santa Rosa do Sul;1.344;3.409;34,80%;0,295;0,407;0,087;0,036;0,669;0,462;0,109
1718907;Santa Rosa do Tocantins;1.493;3.832;82,40%;0,3;0,385;0,107;0,039;0,658;0,377;0,233
3547650;Santa Salete;304;754;45,80%;0,277;0,371;0,053;0,074;0,634;0,404;0,127
3204609;Santa Teresa;2.610;6.976;30,60%;0,281;0,401;0,105;0,073;0,628;0,287;0,192
2513802;Santa Teresinha;1.667;3.603;81,80%;0,288;0,271;0,047;0,044;0,708;0,469;0,189
4317251;Santa Tereza;-;-;-;-;-;-;-;-;-;-
5219605;Santa Tereza de Goiás;818;1.924;58,40%;0,276;0,329;0,062;0,064;0,664;0,368;0,172
4124020;Santa Tereza do Oeste;2.917;6.898;52,40%;0,269;0,445;0,111;0,069;0,617;0,264;0,106
1719004;Santa Tereza do Tocantins;783;2.172;78,10%;0,309;0,431;0,144;0,102;0,654;0,357;0,163
2928505;Santa Terezinha;3.253;7.331;70,20%;0,288;0,287;0,058;0,074;0,699;0,404;0,21
2612802;Santa Terezinha;3.203;7.353;71,80%;0,292;0,289;0,07;0,023;0,708;0,5;0,159
5107776;Santa Terezinha;1.669;4.344;57,20%;0,303;0,383;0,118;0,064;0,663;0,34;0,247
4215679;Santa Terezinha;557;1.672;20,70%;0,286;0,409;0,09;0,067;0,641;0,229;0,277
5219704;Santa Terezinha de Goiás;2.648;6.272;58,90%;0,271;0,337;0,081;0,057;0,62;0,344;0,19
4124053;Santa Terezinha de Itaipu;4.450;11.198;46,20%;0,265;0,427;0,085;0,055;0,634;0,307;0,084
4215687;Santa Terezinha do Progresso;427;1.162;45,10%;0,298;0,432;0,116;0,045;0,612;0,3;0,282
1720002;Santa Terezinha do Tocantins;635;1.750;72,70%;0,247;0,385;0,089;0,022;0,613;0,227;0,146
3159803;Santa Vitória;4.719;9.672;46,10%;0,264;0,375;0,055;0,034;0,657;0,371;0,089
4317301;Santa Vitória do Palmar;6.236;12.756;41,20%;0,285;0,41;0,064;0,056;0,648;0,434;0,098
2928000;Santaluz;14.084;30.488;80,60%;0,279;0,281;0,051;0,075;0,667;0,432;0,169
1600600;Santana;32.879;77.356;71,90%;0,3;0,385;0,113;0,041;0,605;0,439;0,215
2928208;Santana;7.549;19.518;78,80%;0,277;0,303;0,073;0,056;0,633;0,406;0,193
4317004;Santana da Boa Vista;1.894;4.005;57,00%;0,273;0,283;0,059;0,042;0,686;0,383;0,187
3547205;Santana da Ponte Pensa;341;738;44,20%;0,229;0,362;0,047;0,02;0,574;0,287;0,085
3158300;Santana da Vargem;1.521;3.884;58,00%;0,257;0,403;0,097;0,072;0,61;0,255;0,105
3158409;Santana de Cataguases;1.087;2.335;66,90%;0,305;0,306;0,051;0,08;0,642;0,385;0,365
2513505;Santana de Mangueira;1.417;3.437;68,60%;0,3;0,277;0,073;0,029;0,699;0,44;0,283
3547304;Santana de Parnaíba;16.438;41.593;27,00%;0,264;0,418;0,067;0,048;0,573;0,389;0,091
3158508;Santana de Pirapama;1.396;3.470;49,40%;0,297;0,344;0,09;0,064;0,703;0,387;0,19
2312007;Santana do Acaraú;9.805;23.676;77,30%;0,278;0,29;0,062;0,017;0,644;0,447;0,208
1506708;Santana do Araguaia;11.144;24.374;75,20%;0,301;0,408;0,094;0,055;0,635;0,405;0,206
2312106;Santana do Cariri;6.217;14.806;87,30%;0,274;0,317;0,064;0,04;0,615;0,453;0,157
3158607;Santana do Deserto;651;1.783;47,60%;0,255;0,391;0,074;0,096;0,633;0,26;0,077
3158706;Santana do Garambéu;561;1.370;64,10%;0,264;0,293;0,065;0,032;0,678;0,415;0,1
2708006;Santana do Ipanema;13.650;31.842;68,90%;0,305;0,322;0,091;0,061;0,698;0,434;0,223
4124004;Santana do Itararé;1.247;2.873;52,10%;0,262;0,363;0,063;0,04;0,661;0,329;0,115
3158805;Santana do Jacaré;1.218;2.863;67,90%;0,233;0,298;0,058;0,022;0,63;0,273;0,119
3158904;Santana do Manhuaçu;2.141;5.518;61,40%;0,315;0,353;0,141;0,034;0,634;0,322;0,405
2110237;Santana do Maranhão;2.501;7.128;67,50%;0,335;0,343;0,087;0,071;0,765;0,437;0,306
2411403;Santana do Matos;3.742;8.990;72,20%;0,265;0,271;0,044;0,039;0,689;0,395;0,152
2708105;Santana do Mundaú;4.048;9.583;84,60%;0,292;0,332;0,069;0,063;0,71;0,416;0,16
3158953;Santana do Paraíso;7.400;18.377;41,00%;0,265;0,424;0,096;0,054;0,604;0,33;0,08
2209351;Santana do Piauí;1.387;3.459;83,90%;0,25;0,28;0,068;0,044;0,635;0,376;0,097
3159001;Santana do Riacho;1.183;2.749;51,70%;0,353;0,346;0,081;0,041;0,653;0,446;0,549
2806404;Santana do São Francisco;2.908;6.249;85,10%;0,314;0,346;0,088;0,044;0,716;0,47;0,221
2411429;Santana do Seridó;839;2.100;77,90%;0,258;0,301;0,044;0,061;0,693;0,367;0,082
2513604;Santana dos Garrotes;2.192;5.157;78,50%;0,291;0,267;0,042;0,067;0,757;0,45;0,164
3159100;Santana dos Montes;786;1.760;50,70%;0,278;0,296;0,072;0,034;0,677;0,482;0,109
2928307;Santanópolis;3.468;7.346;84,30%;0,281;0,25;0,055;0,043;0,647;0,465;0,223
1506807;Santarém;100.502;254.859;76,80%;0,295;0,382;0,105;0,043;0,579;0,403;0,258
1506906;Santarém Novo;2.875;6.082;99,40%;0,282;0,284;0,075;0,05;0,659;0,464;0,163
4317400;Santiago;5.885;13.518;27,60%;0,242;0,374;0,058;0,071;0,614;0,27;0,062
4215695;Santiago do Sul;138;392;23,70%;-;-;-;-;-;-;-
5107263;Santo Afonso;814;1.676;66,50%;0,337;0,357;0,084;0,039;0,675;0,479;0,389
2928604;Santo Amaro;20.769;39.284;70,10%;0,279;0,266;0,047;0,039;0,642;0,483;0,195
4215703;Santo Amaro da Imperatriz;2.289;5.774;21,20%;0,266;0,456;0,071;0,045;0,596;0,319;0,11
2806602;Santo Amaro das Brotas;3.660;7.769;70,00%;0,288;0,31;0,067;0,076;0,685;0,418;0,169
2110278;Santo Amaro do Maranhão;4.412;11.857;85,00%;0,335;0,34;0,105;0,048;0,679;0,493;0,346
3547700;Santo Anastácio;2.914;6.502;36,20%;0,254;0,36;0,087;0,047;0,584;0,381;0,065
3547809;Santo André;84.732;185.788;24,80%;0,271;0,362;0,052;0,052;0,603;0,454;0,105
2513851;Santo André;1.014;2.273;86,70%;0,275;0,233;0,038;0,027;0,681;0,426;0,246
4317509;Santo Ângelo;11.455;25.938;33,70%;0,271;0,398;0,093;0,035;0,628;0,271;0,198
2411502;Santo Antônio;7.048;16.221;73,10%;0,264;0,281;0,058;0,041;0,649;0,438;0,114
3547908;Santo Antônio da Alegria;1.196;3.063;45,20%;0,28;0,38;0,082;0,026;0,656;0,448;0,088
5219712;Santo Antônio da Barra;1.082;2.444;57,30%;0,263;0,385;0,085;0,043;0,63;0,281;0,156
4317608;Santo Antônio da Patrulha;6.273;13.438;31,30%;0,285;0,404;0,072;0,059;0,656;0,4;0,118
4124103;Santo Antônio da Platina;8.497;20.183;45,50%;0,267;0,399;0,1;0,044;0,628;0,316;0,116
4317707;Santo Antônio das Missões;2.886;5.744;55,80%;0,284;0,323;0,07;0,081;0,643;0,397;0,189
5219738;Santo Antônio de Goiás;2.129;5.065;68,60%;0,258;0,372;0,077;0,059;0,578;0,32;0,14
2928703;Santo Antônio de Jesus;26.965;57.705;56,00%;0,249;0,308;0,063;0,04;0,606;0,374;0,106
2209401;Santo Antônio de Lisboa;2.260;4.708;80,60%;0,283;0,259;0,06;0,049;0,651;0,444;0,233
3304706;Santo Antônio de Pádua;9.453;19.561;47,30%;0,259;0,338;0,064;0,046;0,617;0,396;0,09
3548005;Santo Antônio de Posse;3.386;8.065;34,70%;0,279;0,475;0,085;0,043;0,622;0,336;0,116
3159902;Santo Antônio do Amparo;3.760;9.108;52,70%;0,235;0,342;0,092;0,033;0,584;0,286;0,071
3548054;Santo Antônio do Aracanguá;1.692;3.879;46,30%;0,28;0,386;0,073;0,04;0,592;0,401;0,186
3160009;Santo Antônio do Aventureiro;891;2.010;53,30%;0,26;0,321;0,072;0,023;0,676;0,37;0,1
4124202;Santo Antônio do Caiuá;609;1.433;57,50%;0,239;0,339;0,045;0,018;0,633;0,267;0,13
5219753;Santo Antônio do Descoberto;19.811;44.006;61,00%;0,289;0,392;0,107;0,046;0,62;0,43;0,14
3160108;Santo Antônio do Grama;726;1.902;45,00%;0,275;0,38;0,088;0,094;0,654;0,339;0,094
1303700;Santo Antônio do Içá;6.660;26.544;94,10%;0,343;0,49;0,144;0,083;0,621;0,343;0,378
3160207;Santo Antônio do Itambé;1.087;2.480;63,30%;0,299;0,278;0,058;0,046;0,738;0,436;0,24
3160306;Santo Antônio do Jacinto;3.086;7.633;73,90%;0,285;0,319;0,071;0,072;0,711;0,382;0,154
3548104;Santo Antônio do Jardim;570;1.565;25,50%;0,284;0,425;0,1;0,062;0,65;0,325;0,144
5107792;Santo Antônio do Leste;958;2.680;65,40%;0,354;0,453;0,172;0,101;0,694;0,377;0,328
5107800;Santo Antônio do Leverger;5.044;12.095;79,30%;0,296;0,403;0,091;0,085;0,611;0,388;0,197
3160405;Santo Antônio do Monte;3.527;8.973;32,90%;0,249;0,401;0,091;0,04;0,628;0,24;0,094
4317558;Santo Antônio do Palma;388;972;46,50%;-;-;-;-;-;-;-
4124301;Santo Antônio do Paraíso;482;1.206;56,80%;0,257;0,327;0,069;0,043;0,651;0,313;0,14
3548203;Santo Antônio do Pinhal;1.198;3.178;44,60%;0,257;0,424;0,084;0,032;0,613;0,241;0,146
4317756;Santo Antônio do Planalto;328;725;34,70%;0,278;0,387;0,093;0,054;0,613;0,379;0,14
3160454;Santo Antônio do Retiro;2.512;5.490;82,80%;0,313;0,307;0,093;0,039;0,662;0,474;0,305
3160504;Santo Antônio do Rio Abaixo;603;1.360;75,20%;0,267;0,297;0,053;0,057;0,666;0,384;0,148
4124400;Santo Antônio do Sudoeste;3.496;8.622;36,40%;0,265;0,4;0,099;0,044;0,673;0,262;0,111
1507003;Santo Antônio do Tauá;10.399;23.878;87,00%;0,296;0,349;0,092;0,089;0,623;0,412;0,208
2110302;Santo Antônio dos Lopes;4.214;10.599;74,10%;0,316;0,342;0,073;0,098;0,684;0,454;0,248
2209450;Santo Antônio dos Milagres;600;1.828;85,50%;0,316;0,356;0,064;0,146;0,655;0,379;0,296
4317806;Santo Augusto;2.648;5.799;41,70%;0,26;0,361;0,063;0,032;0,639;0,323;0,139
4317905;Santo Cristo;926;2.319;15,10%;0,281;0,395;0,082;0,108;0,623;0,212;0,268
