cod. ibge;Municipio;Familias;Pessoas;% relativo ao Censo 2022;IVCAD;NC;DPI;DCA;TQA;DR;CH
3510153;Canitar;1.271;3.477;55,30%;0,263;0,43;0,112;0,047;0,6;0,318;0,068
4304606;Canoas;80.466;159.403;45,90%;0,268;0,363;0,078;0,053;0,604;0,44;0,072
4203808;Canoinhas;5.992;14.573;26,50%;0,284;0,424;0,099;0,048;0,623;0,369;0,144
2906808;Cansanção;13.535;32.008;85,50%;0,298;0,282;0,06;0,058;0,75;0,455;0,184
1400175;Cantá;8.097;18.024;96,50%;0,326;0,356;0,115;0,057;0,623;0,501;0,304
3301108;Cantagalo;3.540;8.060;41,60%;0,297;0,36;0,084;0,066;0,659;0,468;0,148
4104451;Cantagalo;2.722;7.100;64,90%;0,257;0,416;0,133;0,059;0,681;0,146;0,11
3112059;Cantagalo;1.098;2.883;72,50%;0,277;0,345;0,101;0,019;0,655;0,346;0,196
2102705;Cantanhede;4.987;12.649;52,00%;0,287;0,317;0,057;0,037;0,651;0,426;0,235
2202307;Canto do Buriti;6.347;14.156;73,10%;0,28;0,282;0,063;0,037;0,641;0,448;0,21
2906824;Canudos;5.883;12.432;77,20%;0,27;0,272;0,049;0,017;0,656;0,452;0,175
4304614;Canudos do Vale;250;616;37,20%;-;-;-;-;-;-;-
1300904;Canutama;5.004;12.312;73,00%;0,304;0,331;0,102;0,043;0,724;0,442;0,181
1502202;Capanema;18.988;42.853;60,90%;0,283;0,315;0,066;0,052;0,643;0,433;0,189
4104501;Capanema;2.677;5.701;27,80%;0,369;0,422;0,083;0,053;0,629;0,413;0,617
4203253;Capão Alto;395;1.082;41,20%;0,282;0,387;0,128;0,087;0,647;0,249;0,192
3510203;Capão Bonito;9.381;22.837;49,30%;0,263;0,39;0,074;0,072;0,609;0,318;0,114
4304622;Capão Bonito do Sul;436;1.036;59,80%;0,297;0,381;0,099;0,038;0,642;0,298;0,324
4304630;Capão da Canoa;10.867;25.472;40,10%;0,306;0,427;0,1;0,086;0,643;0,372;0,206
4304655;Capão do Cipó;674;1.492;47,80%;0,289;0,312;0,083;0,08;0,658;0,39;0,21
4304663;Capão do Leão;6.833;14.588;55,10%;0,307;0,378;0,087;0,063;0,677;0,49;0,145
3112109;Caparaó;1.157;3.277;64,90%;0,301;0,333;0,112;0,07;0,668;0,384;0,24
2801306;Capela;9.291;20.803;65,70%;0,291;0,353;0,072;0,052;0,697;0,433;0,138
2701704;Capela;3.562;9.582;63,70%;0,295;0,363;0,082;0,118;0,713;0,369;0,125
4304689;Capela de Santana;2.089;4.436;39,80%;0,373;0,402;0,11;0,074;0,686;0,486;0,481
3510302;Capela do Alto;3.803;9.989;43,70%;0,263;0,414;0,105;0,033;0,627;0,304;0,094
2906857;Capela do Alto Alegre;4.109;8.628;80,30%;0,259;0,263;0,063;0,036;0,672;0,411;0,107
3112208;Capela Nova;974;2.213;50,70%;0,256;0,238;0,06;0,016;0,677;0,42;0,129
3112307;Capelinha;9.386;25.949;65,50%;0,238;0,351;0,073;0,033;0,648;0,209;0,111
3112406;Capetinga;1.420;3.140;47,90%;0,294;0,4;0,123;0,044;0,679;0,421;0,098
2504033;Capim;2.959;6.193;88,90%;0,379;0,336;0,095;0,072;0,764;0,487;0,518
3112505;Capim Branco;1.969;4.852;45,50%;0,339;0,365;0,105;0,065;0,592;0,38;0,53
2906873;Capim Grosso;9.414;21.195;63,80%;0,277;0,334;0,059;0,078;0,677;0,401;0,115
3112604;Capinópolis;3.021;6.596;45,00%;0,26;0,374;0,06;0,048;0,649;0,348;0,077
4203907;Capinzal;1.302;3.685;15,80%;0,268;0,48;0,121;0,074;0,588;0,205;0,139
2102754;Capinzal do Norte;3.307;8.043;70,70%;0,284;0,329;0,077;0,044;0,635;0,445;0,174
2302909;Capistrano;5.633;13.034;75,50%;0,274;0,308;0,052;0,016;0,612;0,442;0,214
4304697;Capitão;614;1.554;53,20%;-;-;-;-;-;-;-
3112653;Capitão Andrade;1.412;3.095;67,50%;0,292;0,316;0,056;0,039;0,688;0,433;0,222
2202406;Capitão de Campos;4.404;10.019;90,30%;0,287;0,283;0,044;0,048;0,697;0,484;0,168
3112703;Capitão Enéas;3.883;9.861;69,90%;0,291;0,366;0,106;0,072;0,678;0,406;0,116
2202455;Capitão Gervásio Oliveira;1.930;3.624;91,20%;0,315;0,244;0,057;0,076;0,659;0,482;0,373
4104600;Capitão Leônidas Marques;3.656;7.931;54,10%;0,277;0,385;0,09;0,022;0,639;0,391;0,137
1502301;Capitão Poço;19.618;43.807;77,50%;0,289;0,286;0,079;0,051;0,689;0,444;0,187
3112802;Capitólio;1.801;4.130;39,80%;0,249;0,424;0,09;0,039;0,597;0,199;0,146
3510401;Capivari;7.430;15.645;31,20%;0,321;0,37;0,091;0,067;0,646;0,478;0,274
4203956;Capivari de Baixo;1.911;4.851;20,20%;0,249;0,434;0,069;0,075;0,591;0,226;0,096
4304671;Capivari do Sul;609;1.454;36,40%;0,329;0,395;0,061;0,091;0,648;0,376;0,402
1200179;Capixaba;3.593;8.760;84,30%;0,322;0,36;0,119;0,103;0,685;0,393;0,269
2603801;Capoeiras;6.337;15.653;85,40%;0,304;0,307;0,073;0,059;0,698;0,462;0,225
3112901;Caputira;2.217;6.184;69,20%;0,283;0,351;0,106;0,034;0,67;0,386;0,15
4304713;Caraá;1.067;2.421;32,70%;0,291;0,367;0,072;0,059;0,685;0,44;0,123
1400209;Caracaraí;6.307;16.261;77,60%;0,302;0,385;0,123;0,054;0,644;0,429;0,176
2202505;Caracol;3.572;8.541;82,80%;0,335;0,301;0,077;0,101;0,687;0,486;0,361
5002803;Caracol;1.678;4.142;82,20%;0,271;0,375;0,1;0,088;0,644;0,305;0,112
3510500;Caraguatatuba;24.897;56.729;42,10%;0,269;0,407;0,054;0,044;0,583;0,406;0,12
3113008;Caraí;4.858;12.144;62,10%;0,281;0,312;0,08;0,036;0,653;0,402;0,201
2906899;Caraíbas;3.455;8.058;81,10%;0,282;0,277;0,05;0,028;0,67;0,397;0,269
4104659;Carambeí;3.642;9.539;41,00%;0,27;0,43;0,129;0,079;0,605;0,282;0,092
3113107;Caranaíba;551;1.348;46,00%;0,293;0,289;0,077;0,058;0,699;0,443;0,196
3113206;Carandaí;3.490;9.475;39,80%;0,255;0,38;0,072;0,031;0,637;0,334;0,077
3113305;Carangola;7.414;16.001;51,20%;0,273;0,332;0,084;0,046;0,644;0,38;0,152
3300936;Carapebus;3.866;7.884;56,90%;0,293;0,316;0,05;0,056;0,677;0,46;0,199
3510609;Carapicuíba;62.036;138.976;35,90%;0,282;0,392;0,085;0,063;0,589;0,46;0,102
3113404;Caratinga;12.403;31.550;36,10%;0,254;0,398;0,111;0,028;0,621;0,24;0,125
1301001;Carauari;8.744;25.007;87,00%;0,315;0,409;0,114;0,044;0,672;0,483;0,17
2402303;Caraúbas;6.999;15.285;77,50%;0,259;0,267;0,033;0,029;0,652;0,397;0,174
2504074;Caraúbas;1.977;3.862;97,90%;0,277;0,245;0,042;0,07;0,66;0,472;0,175
2202539;Caraúbas do Piauí;2.054;4.798;85,20%;0,303;0,265;0,064;0,058;0,726;0,422;0,281
2906907;Caravelas;7.047;15.384;74,80%;0,284;0,302;0,056;0,034;0,669;0,417;0,228
4304705;Carazinho;7.082;16.817;27,20%;0,281;0,445;0,098;0,061;0,612;0,29;0,181
3113503;Carbonita;2.365;5.436;63,90%;0,251;0,332;0,052;0,064;0,636;0,324;0,099
2907004;Cardeal da Silva;3.858;7.435;88,90%;0,303;0,284;0,067;0,057;0,741;0,508;0,162
3510708;Cardoso;2.090;4.708;41,50%;0,225;0,376;0,076;0,023;0,586;0,21;0,079
3301157;Cardoso Moreira;3.584;7.705;59,50%;0,281;0,406;0,059;0,027;0,647;0,408;0,137
3113602;Careaçu;1.283;3.111;45,60%;0,269;0,396;0,093;0,059;0,637;0,33;0,101
1301100;Careiro;9.478;24.361;79,10%;0,327;0,393;0,099;0,08;0,645;0,393;0,352
1301159;Careiro da Várzea;6.187;16.633;84,70%;0,331;0,346;0,11;0,064;0,684;0,433;0,346
3201308;Cariacica;81.351;187.902;53,20%;0,273;0,412;0,102;0,041;0,605;0,381;0,094
2303006;Caridade;6.075;13.619;83,20%;0,332;0,302;0,054;0,035;0,696;0,466;0,438
2202554;Caridade do Piauí;2.175;4.744;94,30%;0,269;0,293;0,051;0,023;0,638;0,402;0,206
2907103;Carinhanha;11.129;24.591;85,20%;0,298;0,291;0,07;0,057;0,673;0,467;0,227
2801405;Carira;7.147;14.382;72,10%;0,29;0,252;0,05;0,051;0,725;0,451;0,208
2303105;Cariré;5.783;14.320;81,20%;0,249;0,292;0,045;0,016;0,654;0,397;0,09
1703867;Cariri do Tocantins;1.051;2.653;66,20%;0,268;0,379;0,108;0,06;0,61;0,258;0,191
2303204;Caririaçu;9.337;23.027;87,50%;0,294;0,334;0,06;0,032;0,682;0,451;0,204
2303303;Cariús;5.908;13.271;78,00%;0,276;0,278;0,049;0,028;0,684;0,455;0,165
5102793;Carlinda;2.213;5.527;53,50%;0,268;0,416;0,102;0,056;0,653;0,199;0,183
4104709;Carlópolis;3.206;8.112;48,00%;0,254;0,416;0,111;0,066;0,605;0,228;0,1
4304804;Carlos Barbosa;899;2.282;7,50%;0,266;0,475;0,1;0,04;0,592;0,269;0,118
3113701;Carlos Chagas;5.084;11.448;61,50%;0,275;0,339;0,089;0,068;0,668;0,376;0,113
4304853;Carlos Gomes;198;470;34,40%;-;-;-;-;-;-;-
3113800;Carmésia;543;1.472;56,50%;0,282;0,372;0,102;0,048;0,652;0,373;0,144
3301207;Carmo;4.265;8.507;49,50%;0,287;0,311;0,058;0,063;0,672;0,485;0,132
3113909;Carmo da Cachoeira;2.007;5.627;48,70%;0,256;0,445;0,103;0,013;0,595;0,276;0,104
3114006;Carmo da Mata;2.038;4.676;42,40%;0,272;0,344;0,092;0,072;0,638;0,388;0,1
3114105;Carmo de Minas;2.278;6.381;46,20%;0,257;0,372;0,105;0,046;0,646;0,274;0,096
3114204;Carmo do Cajuru;1.993;5.057;21,50%;0,265;0,451;0,114;0,059;0,613;0,269;0,087
3114303;Carmo do Paranaíba;4.802;11.512;39,70%;0,256;0,364;0,074;0,078;0,644;0,29;0,088
3114402;Carmo do Rio Claro;3.578;9.230;44,00%;0,21;0,369;0,094;0,018;0,599;0,104;0,076
5205000;Carmo do Rio Verde;2.467;5.648;58,20%;0,289;0,342;0,071;0,046;0,608;0,418;0,252
1703883;Carmolândia;889;2.108;95,80%;0,301;0,39;0,098;0,071;0,642;0,399;0,203
2801504;Carmópolis;4.227;9.989;72,10%;0,276;0,342;0,069;0,062;0,703;0,41;0,068
3114501;Carmópolis de Minas;3.431;8.839;49,10%;0,276;0,388;0,102;0,059;0,653;0,351;0,104
2603900;Carnaíba;6.028;15.060;80,80%;0,27;0,289;0,055;0,057;0,66;0,379;0,18
2402402;Carnaúba dos Dantas;2.102;5.416;67,80%;0,244;0,345;0,052;0,054;0,606;0,274;0,135
2402501;Carnaubais;3.331;7.456;76,80%;0,279;0,279;0,05;0,053;0,726;0,456;0,108
2303402;Carnaubal;4.757;12.821;74,50%;0,286;0,355;0,057;0,037;0,671;0,385;0,212
2603926;Carnaubeira da Penha;5.345;12.700;103,80%;0,335;0,314;0,076;0,056;0,725;0,472;0,368
3114550;Carneirinho;1.256;2.754;29,20%;0,28;0,364;0,093;0,056;0,656;0,422;0,09
2701803;Carneiros;3.170;7.865;87,40%;0,311;0,344;0,086;0,074;0,682;0,468;0,214
1400233;Caroebe;3.562;9.273;87,00%;0,324;0,374;0,116;0,059;0,649;0,448;0,297
2102804;Carolina;6.754;15.847;65,90%;0,33;0,348;0,087;0,078;0,73;0,483;0,256
2604007;Carpina;25.759;49.215;62,10%;0,273;0,278;0,047;0,036;0,649;0,474;0,156
3114600;Carrancas;677;1.866;46,10%;0,252;0,399;0,101;0,068;0,598;0,246;0,1
2504108;Carrapateira;805;1.945;84,10%;0,328;0,261;0,068;0,031;0,675;0,435;0,495
1703891;Carrasco Bonito;935;2.809;84,70%;0,261;0,365;0,115;0,043;0,628;0,327;0,091
2604106;Caruaru;106.880;226.328;59,90%;0,271;0,342;0,073;0,037;0,655;0,397;0,121
2102903;Carutapera;8.897;20.109;83,00%;0,309;0,311;0,091;0,069;0,692;0,474;0,218
3114709;Carvalhópolis;546;1.456;43,60%;0,245;0,361;0,078;0,043;0,622;0,276;0,088
3114808;Carvalhos;1.185;2.342;53,00%;0,333;0,266;0,053;0,04;0,728;0,452;0,46
3510807;Casa Branca;3.664;8.088;28,80%;0,289;0,418;0,084;0,085;0,624;0,38;0,145
3114907;Casa Grande;380;1.024;46,30%;0,261;0,353;0,098;0,023;0,655;0,352;0,087
2907202;Casa Nova;24.533;56.956;79,00%;0,3;0,3;0,091;0,068;0,664;0,457;0,221
4304903;Casca;825;1.793;18,90%;0,25;0,382;0,089;0,043;0,575;0,283;0,131
3115003;Cascalho Rico;598;1.416;52,20%;0,263;0,396;0,072;0,048;0,59;0,356;0,116
4104808;Cascavel;51.308;115.992;33,30%;0,26;0,452;0,109;0,037;0,574;0,278;0,112
2303501;Cascavel;21.262;50.202;69,00%;0,27;0,328;0,058;0,032;0,653;0,401;0,147
1703909;Caseara;1.624;3.983;82,20%;0,336;0,389;0,107;0,089;0,66;0,384;0,386
4304952;Caseiros;475;1.185;39,50%;0,319;0,387;0,098;0,035;0,69;0,453;0,253
3301306;Casimiro de Abreu;9.270;21.284;46,20%;0,275;0,372;0,065;0,049;0,626;0,438;0,102
2604155;Casinhas;5.938;12.163;93,80%;0,331;0,28;0,057;0,046;0,769;0,499;0,334
2504157;Casserengue;2.292;5.391;78,30%;0,3;0,263;0,051;0,039;0,742;0,477;0,229
3115102;Cássia;4.185;8.890;51,80%;0,255;0,341;0,061;0,037;0,624;0,349;0,119
3510906;Cássia dos Coqueiros;456;1.065;38,00%;0,274;0,429;0,052;0,035;0,619;0,388;0,123
5002902;Cassilândia;4.319;9.865;47,00%;0,272;0,415;0,097;0,065;0,623;0,269;0,165
1502400;Castanhal;44.388;109.875;57,20%;0,271;0,373;0,09;0,055;0,603;0,34;0,165
5102850;Castanheira;1.463;3.474;46,30%;0,291;0,412;0,12;0,082;0,637;0,312;0,184
1100908;Castanheiras;797;1.924;59,50%;0,285;0,376;0,112;0,067;0,684;0,278;0,19
5205059;Castelândia;1.096;2.163;72,50%;0,287;0,333;0,082;0,055;0,661;0,444;0,146
3201407;Castelo;4.841;11.942;32,30%;0,259;0,397;0,086;0,039;0,617;0,278;0,138
2202604;Castelo do Piauí;6.368;14.732;76,40%;0,296;0,29;0,063;0,057;0,696;0,466;0,206
3511003;Castilho;4.322;10.064;50,40%;0,261;0,387;0,07;0,03;0,606;0,365;0,11
4104907;Castro;13.671;33.665;46,10%;0,279;0,407;0,096;0,052;0,643;0,348;0,127
2907301;Castro Alves;8.104;17.765;71,90%;0,269;0,286;0,053;0,075;0,664;0,408;0,128
3115300;Cataguases;12.293;25.209;38,00%;0,242;0,366;0,055;0,056;0,583;0,341;0,05
5205109;Catalão;15.847;35.378;30,90%;0,28;0,404;0,09;0,039;0,611;0,432;0,106
3511102;Catanduva;8.196;19.723;17,00%;0,259;0,438;0,056;0,036;0,597;0,349;0,078
4105003;Catanduvas;2.034;5.114;49,00%;0,272;0,421;0,136;0,078;0,647;0,22;0,132
4204004;Catanduvas;1.452;3.729;35,30%;0,271;0,455;0,107;0,06;0,633;0,275;0,098
2303600;Catarina;3.620;8.256;80,60%;0,289;0,309;0,059;0,066;0,676;0,428;0,197
3115359;Catas Altas;1.403;3.225;58,90%;0,261;0,357;0,078;0,046;0,614;0,401;0,067
3115409;Catas Altas da Noruega;621;1.588;51,10%;0,305;0,332;0,069;0,037;0,702;0,411;0,278
2604205;Catende;12.745;24.041;74,80%;0,28;0,279;0,065;0,031;0,724;0,496;0,083
3511201;Catiguá;966;2.324;33,20%;0,251;0,345;0,068;0,068;0,618;0,309;0,099
2504207;Catingueira;1.646;3.378;75,20%;0,301;0,258;0,056;0,038;0,772;0,502;0,181
2907400;Catolândia;1.232;2.833;82,50%;0,341;0,326;0,072;0,053;0,723;0,463;0,41
2504306;Catolé do Rocha;9.457;18.889;61,60%;0,271;0,272;0,064;0,028;0,685;0,431;0,147
2907509;Catu;17.420;33.412;69,40%;0,254;0,247;0,038;0,033;0,632;0,448;0,123
4305009;Catuípe;1.478;3.315;38,20%;0,263;0,378;0,065;0,024;0,646;0,346;0,116
3115458;Catuji;2.581;6.322;89,90%;0,309;0,344;0,107;0,076;0,7;0,421;0,209
2303659;Catunda;3.741;7.651;73,30%;0,28;0,273;0,039;0,013;0,678;0,495;0,184
5205208;Caturaí;1.563;3.646;70,30%;0,296;0,356;0,089;0,053;0,637;0,362;0,28
2907558;Caturama;2.285;5.804;65,60%;0,266;0,27;0,042;0,02;0,675;0,387;0,202
2504355;Caturité;2.097;5.131;97,70%;0,284;0,307;0,065;0,09;0,689;0,397;0,156
3115474;Catuti;1.900;4.108;86,70%;0,276;0,267;0,067;0,02;0,621;0,411;0,272
2303709;Caucaia;103.295;218.923;61,60%;0,288;0,359;0,063;0,047;0,649;0,445;0,166
5205307;Cavalcante;3.578;8.270;86,30%;0,299;0,358;0,129;0,054;0,637;0,308;0,309
3115508;Caxambu;3.399;8.122;38,60%;0,237;0,353;0,063;0,017;0,613;0,326;0,053
4204103;Caxambu do Sul;625;1.598;34,60%;0,296;0,439;0,133;0,039;0,66;0,316;0,189
2103000;Caxias;32.901;89.264;56,90%;0,26;0,373;0,097;0,04;0,612;0,266;0,173
4305108;Caxias do Sul;30.276;74.339;16,00%;0,267;0,456;0,095;0,048;0,579;0,297;0,128
2202653;Caxingó;1.935;4.792;87,20%;0,293;0,299;0,054;0,063;0,726;0,438;0,177
2402600;Ceará-Mirim;18.982;50.257;63,50%;0,28;0,365;0,104;0,088;0,661;0,342;0,121
2103109;Cedral;3.708;8.074;79,10%;0,281;0,247;0,052;0,03;0,639;0,499;0,217
3511300;Cedral;1.699;4.442;35,20%;0,229;0,436;0,081;0,029;0,564;0,179;0,084
2303808;Cedro;7.307;17.246;77,20%;0,264;0,267;0,045;0,018;0,641;0,437;0,175
2604304;Cedro;3.429;9.062;86,20%;0,261;0,31;0,064;0,026;0,626;0,407;0,136
2801603;Cedro de São João;1.622;3.915;72,60%;0,258;0,284;0,042;0,043;0,647;0,406;0,123
3115607;Cedro do Abaeté;325;655;60,60%;0,257;0,306;0,048;0,061;0,645;0,417;0,066
4204152;Celso Ramos;463;1.196;42,60%;0,32;0,375;0,105;0,059;0,683;0,396;0,303
1704105;Centenário;679;1.610;75,60%;0,301;0,302;0,073;0,077;0,677;0,429;0,251
4305116;Centenário;396;996;36,60%;0,222;0,3;0,042;0,076;0,641;0,173;0,099
4105102;Centenário do Sul;2.186;4.932;45,50%;0,281;0,35;0,059;0,025;0,652;0,316;0,285
2907608;Central;5.688;12.645;77,30%;0,268;0,274;0,06;0,073;0,658;0,397;0,148
3115706;Central de Minas;1.421;3.322;53,80%;0,261;0,328;0,072;0,007;0,685;0,379;0,093
2103125;Central do Maranhão;3.468;7.116;100,30%;0,313;0,26;0,048;0,073;0,633;0,467;0,398
3115805;Centralina;2.040;4.279;41,90%;0,266;0,371;0,078;0,017;0,658;0,377;0,093
2103158;Centro do Guilherme;4.008;9.831;79,70%;0,321;0,366;0,106;0,109;0,698;0,475;0,173
2103174;Centro Novo do Maranhão;4.855;13.507;83,00%;0,325;0,369;0,107;0,071;0,654;0,503;0,247
1100056;Cerejeiras;3.299;7.918;49,80%;0,275;0,409;0,121;0,058;0,635;0,281;0,143
5205406;Ceres;3.945;9.378;42,50%;0,229;0,354;0,063;0,045;0,543;0,275;0,096
3511409;Cerqueira César;2.651;6.761;31,50%;0,244;0,414;0,089;0,052;0,588;0,206;0,114
3511508;Cerquilho;2.553;6.978;15,60%;0,22;0,442;0,083;0,039;0,536;0,101;0,117
4305124;Cerrito;1.170;2.498;43,00%;0,295;0,346;0,09;0,059;0,718;0,377;0,182
4105201;Cerro Azul;3.891;10.316;63,90%;0,306;0,353;0,117;0,056;0,713;0,379;0,215
4305132;Cerro Branco;975;2.071;54,50%;0,255;0,235;0,064;0,033;0,681;0,376;0,143
2402709;Cerro Corá;2.672;6.937;63,10%;0,314;0,322;0,084;0,049;0,729;0,424;0,274
4305157;Cerro Grande;552;1.301;54,70%;0,284;0,354;0,083;0,032;0,683;0,371;0,18
4305173;Cerro Grande do Sul;1.714;4.231;46,10%;0,293;0,339;0,101;0,048;0,671;0,357;0,244
4305207;Cerro Largo;1.038;2.518;18,40%;0,272;0,418;0,091;0,036;0,658;0,292;0,138
4204178;Cerro Negro;793;2.181;65,80%;0,272;0,326;0,08;0,039;0,657;0,284;0,245
3511607;Cesário Lange;2.232;5.867;30,80%;0,254;0,425;0,09;0,054;0,623;0,216;0,112
4105300;Céu Azul;1.697;4.005;36,10%;0,245;0,443;0,081;0,045;0,587;0,204;0,112
5205455;Cezarina;1.889;4.448;55,00%;0,257;0,386;0,096;0,019;0,599;0,291;0,152
2604403;Chã de Alegria;4.935;10.022;77,20%;0,3;0,312;0,078;0,034;0,707;0,486;0,185
2604502;Chã Grande;6.871;15.578;75,80%;0,294;0,301;0,075;0,043;0,72;0,454;0,169
2701902;Chã Preta;2.934;5.757;97,40%;0,294;0,272;0,065;0,031;0,754;0,515;0,13
3115904;Chácara;832;1.974;64,20%;0,279;0,361;0,078;0,057;0,658;0,42;0,1
3116001;Chalé;1.503;3.852;63,40%;0,285;0,324;0,108;0,047;0,628;0,456;0,149
4305306;Chapada;1.529;3.197;33,50%;0,238;0,395;0,065;0,02;0,578;0,214;0,152
1705102;Chapada da Natividade;1.063;2.552;81,90%;0,296;0,346;0,082;0,032;0,715;0,413;0,187
1704600;Chapada de Areia;602;1.389;92,50%;0,297;0,397;0,111;0,057;0,64;0,399;0,178
3116100;Chapada do Norte;2.963;7.343;71,00%;0,288;0,304;0,058;0,029;0,688;0,398;0,251
5103007;Chapada dos Guimarães;5.107;11.420;60,10%;0,296;0,401;0,092;0,055;0,624;0,413;0,193
3116159;Chapada Gaúcha;4.408;9.967;80,70%;0,299;0,343;0,1;0,033;0,654;0,467;0,199
5205471;Chapadão do Céu;2.154;4.974;38,60%;0,289;0,442;0,105;0,049;0,611;0,42;0,105
4204194;Chapadão do Lageado;125;397;13,50%;-;-;-;-;-;-;-
5002951;Chapadão do Sul;5.499;12.392;40,00%;0,263;0,436;0,085;0,055;0,601;0,294;0,107
2103208;Chapadinha;30.273;63.479;78,00%;0,312;0,284;0,066;0,048;0,725;0,497;0,25
4204202;Chapecó;19.542;52.095;20,40%;0,264;0,482;0,125;0,07;0,557;0,194;0,157
3511706;Charqueada;2.261;5.153;33,20%;0,288;0,405;0,084;0,018;0,654;0,483;0,083
4305355;Charqueadas;4.933;10.766;30,70%;0,267;0,401;0,072;0,054;0,623;0,381;0,074
4305371;Charrua;733;1.502;54,30%;0,334;0,326;0,11;0,024;0,683;0,375;0,487
2303907;Chaval;3.891;9.865;79,20%;0,3;0,326;0,053;0,046;0,758;0,447;0,171
3557204;Chavantes;1.774;4.384;35,90%;0,269;0,426;0,092;0,073;0,613;0,333;0,076
1502509;Chaves;5.974;18.895;91,00%;0,376;0,409;0,129;0,094;0,733;0,483;0,41
3116209;Chiador;737;1.774;63,40%;0,268;0,362;0,076;0,08;0,646;0,35;0,097
4305405;Chiapetta;784;1.711;43,70%;0,262;0,383;0,1;0,044;0,614;0,301;0,128
4105409;Chopinzinho;3.115;7.464;35,40%;0,293;0,403;0,107;0,033;0,648;0,37;0,194
2303931;Choró;4.283;9.953;82,20%;0,29;0,289;0,044;0,032;0,656;0,434;0,283
2303956;Chorozinho;6.509;15.664;77,70%;0,276;0,298;0,049;0,053;0,683;0,401;0,174
2907707;Chorrochó;3.831;8.449;79,90%;0,31;0,306;0,059;0,019;0,701;0,502;0,27
4305439;Chuí;1.424;2.704;43,20%;0,287;0,385;0,085;0,07;0,635;0,375;0,175
1100924;Chupinguaia;2.066;5.245;56,30%;0,315;0,422;0,148;0,073;0,638;0,34;0,269
4305447;Chuvisca;731;1.908;41,50%;0,284;0,327;0,094;0,078;0,675;0,305;0,226
4105508;Cianorte;9.308;23.133;29,10%;0,259;0,43;0,08;0,04;0,604;0,267;0,134
2907806;Cícero Dantas;8.936;20.134;65,10%;0,266;0,276;0,066;0,034;0,681;0,409;0,132
4105607;Cidade Gaúcha;1.458;3.640;31,70%;0,252;0,403;0,094;0,076;0,638;0,218;0,081
5205497;Cidade Ocidental;22.570;52.972;57,70%;0,268;0,4;0,106;0,048;0,579;0,407;0,066
2103257;Cidelândia;4.399;10.953;85,10%;0,284;0,351;0,092;0,081;0,644;0,435;0,099
4305454;Cidreira;3.623;8.112;47,50%;0,293;0,387;0,088;0,068;0,635;0,424;0,154
2907905;Cipó;5.955;14.191;82,40%;0,293;0,308;0,068;0,067;0,695;0,439;0,181
3116308;Cipotânea;1.463;3.751;67,20%;0,256;0,267;0,059;0,037;0,685;0,378;0,113
4305504;Ciríaco;564;1.356;32,70%;0,255;0,386;0,107;0,053;0,569;0,281;0,132
3116407;Claraval;988;2.318;49,80%;0,289;0,381;0,114;0,046;0,664;0,391;0,139
3116506;Claro dos Poções;2.126;4.868;67,90%;0,256;0,293;0,062;0,078;0,622;0,361;0,119
5103056;Cláudia;2.134;5.261;54,80%;0,298;0,45;0,1;0,06;0,64;0,367;0,174
3116605;Cláudio;3.739;9.681;32,10%;0,267;0,417;0,089;0,054;0,606;0,297;0,139
3511904;Clementina;1.194;2.978;42,70%;0,243;0,386;0,076;0,057;0,58;0,278;0,079
4105706;Clevelândia;3.373;8.057;53,50%;0,263;0,451;0,129;0,049;0,653;0,175;0,121
2908002;Coaraci;7.173;13.338;77,00%;0,269;0,304;0,049;0,038;0,709;0,43;0,084
1301209;Coari;21.236;56.841;80,50%;0,326;0,4;0,139;0,071;0,595;0,436;0,313
2202703;Cocal;8.180;21.928;77,70%;0,3;0,304;0,06;0,051;0,708;0,439;0,241
2202711;Cocal de Telha;1.775;3.718;75,70%;0,291;0,273;0,048;0,033;0,716;0,502;0,174
4204251;Cocal do Sul;777;2.169;12,60%;0,267;0,455;0,098;0,081;0,584;0,262;0,118
2202729;Cocal dos Alves;1.999;5.265;82,40%;0,29;0,31;0,08;0,029;0,722;0,415;0,184
5103106;Cocalinho;1.443;3.314;53,30%;0,297;0,392;0,089;0,051;0,665;0,387;0,2
5205513;Cocalzinho de Goiás;6.607;14.829;59,30%;0,295;0,349;0,083;0,052;0,66;0,462;0,163
2908101;Cocos;6.137;13.839;72,30%;0,301;0,307;0,076;0,041;0,704;0,439;0,239
1301308;Codajás;6.675;18.800;79,80%;0,315;0,405;0,142;0,076;0,644;0,415;0,205
2103307;Codó;33.074;76.115;66,60%;0,304;0,367;0,106;0,07;0,653;0,416;0,213
2103406;Coelho Neto;13.310;31.348;75,30%;0,285;0,329;0,072;0,047;0,715;0,424;0,122
3116704;Coimbra;1.820;4.116;57,80%;0,249;0,294;0,071;0,063;0,636;0,327;0,101
2702009;Coité do Nóia;3.324;8.653;80,00%;0,309;0,334;0,086;0,033;0,702;0,412;0,283
2202737;Coivaras;1.516;3.918;95,20%;0,283;0,286;0,054;0,054;0,7;0,423;0,181
1502608;Colares;4.552;10.606;82,40%;0,285;0,33;0,07;0,033;0,639;0,455;0,184
3201506;Colatina;20.205;46.231;38,50%;0,252;0,402;0,084;0,054;0,613;0,255;0,105
5103205;Colíder;5.126;12.340;39,30%;0,259;0,453;0,111;0,044;0,607;0,228;0,113
3512001;Colina;1.740;4.279;23,10%;0,262;0,424;0,065;0,055;0,619;0,325;0,082
