cod. ibge;ano;pib;impostos_liquidos;va;va_agropecuaria;va_industria;va_servicos;va_adespss
5005707;2021;3013280;304220;2709060;661576;727018;902176;418290
3162500;2021;3005052;352049;2653003;292264;590374;1364426;405939
5204508;2021;3000886;238372;2762514;304224;523708;1386508;548074
4308607;2021;2997963;584435;2413528;61666;1269430;883294;199137
3525201;2021;2997400;501633;2495767;55015;565117;1683142;192492
3510401;2021;2990810;500534;2490276;60898;1045163;1086429;297785
3300233;2021;2970333;132245;2838088;12586;1181357;1165239;478906
2207702;2021;2968947;348325;2620622;72985;355723;1467047;724867
5221858;2021;2964512;313145;2651368;1014;319466;1508139;822747
3169307;2021;2959361;444806;2514555;338109;574598;1214528;387320
3168606;2021;2951670;273231;2678439;90727;368541;1571981;647190
3204906;2021;2947644;298200;2649444;365621;393964;1231889;657970
3138203;2021;2941931;369643;2572287;145241;447095;1475371;504580
5102702;2021;2931502;236034;2695468;1549542;82117;896039;167770
4114609;2021;2923901;448994;2474907;402858;596756;1159098;316196
3556453;2021;2898203;568943;2329260;43369;641802;1368882;275207
2801207;2021;2895222;30508;2864714;34943;2467498;141235;221039
4208302;2021;2888726;348116;2540610;10291;645005;1421478;463836
2931350;2021;2875867;360826;2515040;119246;226682;1523383;645730
3151206;2021;2875259;544253;2331006;63679;1203810;775469;288048
3502101;2021;2845285;273080;2572205;170531;808160;1295768;297746
4113205;2021;2841274;284735;2556539;520135;924294;870229;241880
4317103;2021;2823913;197977;2625936;639519;455492;1088427;442498
4117909;2021;2815892;360668;2455224;447986;743749;1088148;175341
2211209;2021;2815208;381268;2433940;1130774;531917;639444;131806
3128709;2021;2806366;522122;2284244;51222;553429;1424581;255011
4213203;2021;2806204;772435;2033768;31201;976298;805157;221111
1100049;2021;2792383;384607;2407776;341315;236722;1200630;629109
3546405;2021;2786906;340512;2446394;183710;770808;1248463;243413
2601706;2021;2765036;431997;2333039;181576;968962;807522;374979
2908507;2021;2761128;877339;1883789;56438;1156942;523947;146462
4304358;2021;2744006;61054;2682952;130044;2351042;118674;83191
3305208;2021;2743661;335294;2408367;41301;305669;1231138;830259
4117305;2021;2726495;223602;2502893;352475;1584561;434576;131280
4303509;2021;2723662;266908;2456754;652970;379940;1037102;386742
4318309;2021;2723183;193677;2529505;1040024;225013;921000;343468
3300308;2021;2713911;301915;2411997;47238;540721;1047626;776412
3555406;2021;2705941;156012;2549929;31827;381498;1654039;482565
3300258;2021;2705477;71347;2634130;22382;1510708;714001;387039
3517406;2021;2704845;296238;2408608;262395;911598;1011424;223190
3528403;2021;2695116;442724;2252392;22658;990051;989066;250617
4219507;2021;2676948;299552;2377396;152013;471955;1490173;263255
4202305;2021;2669788;363665;2306123;121061;434964;1379059;371040
5221403;2021;2666621;354087;2312534;67223;656019;1017782;571510
3530300;2021;2660334;346160;2314174;47868;695647;1293727;276932
2104305;2021;2658714;45274;2613440;10339;2171528;377208;54365
4309100;2021;2658018;340701;2317317;24733;344063;1625283;323236
3143906;2021;2655056;250778;2404278;59852;241990;1530904;571532
4114807;2021;2654520;333795;2320725;213750;775748;1135236;195990
1709500;2021;2648420;358752;2289669;135884;207473;1239004;707307
3500709;2021;2638623;444333;2194290;85373;1120495;780808;207613
3145208;2021;2635892;274638;2361254;16002;740755;1076555;527941
3302858;2021;2619229;163246;2455983;3243;155039;1087348;1210353
2513703;2021;2616825;368415;2248411;89197;586394;886908;685912
4203600;2021;2610111;308892;2301219;443451;582969;1040505;234294
4309605;2021;2608192;616218;1991975;133348;1183862;536137;138627
2800605;2021;2581592;396770;2184822;3614;1756682;214610;209915
3534302;2021;2579406;330746;2248660;47662;974742;1017693;208564
1504422;2021;2578541;456080;2122461;2145;218180;1286912;615224
4318002;2021;2570755;221219;2349536;795875;274240;928201;351220
5101803;2021;2567246;293487;2273759;247955;408154;1211371;406278
1506138;2021;2552479;418240;2134239;200284;302593;1238361;393000
3533908;2021;2551145;286933;2264211;117751;648286;1232950;265225
4308201;2021;2538136;508224;2029912;132842;1041599;671373;184098
3202405;2021;2537472;243974;2293498;69329;290340;1317709;616120
4218202;2021;2534387;378737;2155650;14515;875990;1009285;255859
3509601;2021;2530950;380614;2150336;10544;737110;1038526;364156
4206504;2021;2514108;377479;2136629;74200;779461;1014529;268440
1600600;2021;2512717;205165;2307552;19031;217405;847525;1223592
4207304;2021;2502431;426019;2076412;55967;317170;1430963;272311
3540705;2021;2495873;463456;2032417;65187;810505;890769;265957
4210100;2021;2489951;235394;2254556;356576;515453;1085360;297166
4313375;2021;2487515;763678;1723836;40368;615230;866889;201349
3127107;2021;2473118;383081;2090036;413665;358096;1007648;310627
3515509;2021;2468766;218319;2250447;83864;383335;1461340;321908
5200258;2021;2463152;236670;2226481;6072;186275;1132467;901668
2928703;2021;2450763;362999;2087764;64126;356942;1295485;371211
3304003;2021;2449990;287265;2162725;21163;1361264;473856;306442
4115804;2021;2442131;327389;2114741;204567;649317;1028169;232688
3105400;2021;2439013;157332;2281682;19329;1486797;595412;180143
4218004;2021;2437804;445628;1992176;48606;556646;1155041;231883
5106752;2021;2436222;278822;2157400;286490;768928;811121;290861
3531308;2021;2435240;303970;2131270;259965;623780;1018819;228706
5002951;2021;2430147;284770;2145376;928310;158007;831057;228002
5210109;2021;2429403;202177;2227226;845635;697979;528050;155560
3505906;2021;2416803;265284;2151519;200058;532695;1109479;309287
4201406;2021;2384838;228286;2156552;147412;374540;1319089;315511
2607752;2021;2383641;506778;1876862;30023;1129463;550803;166573
4209003;2021;2380992;277019;2103973;88356;544783;1271707;199127
3549706;2021;2375167;307220;2067947;196940;472632;1153490;244885
4202107;2021;2372107;390499;1981608;63745;209286;1513133;195444
3519709;2021;2370586;240132;2130454;457846;391626;904427;376555
3522109;2021;2369275;149373;2219901;65653;159891;1451542;542815
3542602;2021;2357409;276822;2080588;114880;163776;1531137;270795
3301306;2021;2352168;82278;2269890;13479;1173402;633043;449966
2112001;2021;2351452;54580;2296872;1863066;67993;314491;51321
1301902;2021;2350463;199990;2150473;465661;182494;926007;576311
3104205;2021;2346520;321558;2024962;112415;1000671;712173;199704
3511508;2021;2343906;379850;1964056;75194;742604;931036;215222
2112209;2021;2320942;295337;2025605;26448;284095;1054924;660139
2111201;2021;2293966;260262;2033704;25861;226027;1151141;630676
3528502;2021;2288092;301642;1986450;1027;439959;1139823;405640
4110706;2021;2286299;302196;1984103;504800;267649;938772;272881
3113404;2021;2283288;274854;2008434;104001;296595;1186184;421655
1505304;2021;2278575;127433;2151142;312023;949673;477469;411977
5102504;2021;2264674;247841;2016832;284352;196615;914198;621667
4203204;2021;2242100;275000;1967100;43032;309160;1173804;441105
3164704;2021;2236521;293249;1943272;186671;427394;966004;363204
5007695;2021;2231788;290225;1941563;731872;245213;737476;227002
3120904;2021;2230617;225162;2005454;224572;435713;980125;365044
2603454;2021;2229680;351733;1877946;26089;118835;1015256;717766
3545308;2021;2221477;315497;1905979;19758;1024555;666589;195078
4313706;2021;2215050;176138;2038911;980810;82280;772012;203809
3126109;2021;2214110;218282;1995828;258240;353105;1056826;327657
3555000;2021;2213337;211804;2001533;193786;289545;1243052;275151
2802908;2021;2213275;292316;1920959;155788;145955;1102529;516687
2922003;2021;2212818;209655;2003163;95110;1226524;455818;225710
4306601;2021;2210941;141220;2069720;1052204;132722;654685;230110
4312658;2021;2207531;349118;1858412;214105;907580;622860;113866
4203808;2021;2202873;178884;2023989;475770;319175;942426;286618
3549409;2021;2191086;248896;1942190;54709;727989;931320;228172
3165537;2021;2190992;208578;1982414;2994;1256000;538371;185049
3137601;2021;2189391;348604;1840788;4776;455820;1036631;343562
5205471;2021;2188716;179959;2008757;859977;624393;447781;76606
4306403;2021;2188540;346832;1841709;20708;783119;857272;180609
4310603;2021;2186921;188264;1998657;915962;294873;559322;228499
4104006;2021;2176118;557887;1618230;26102;225268;1139930;226930
4217204;2021;2174143;231022;1943121;84879;529479;1105854;222910
4307807;2021;2171441;267345;1904096;140488;783046;779326;201237
5209101;2021;2169433;186477;1982956;660508;429837;639368;253243
3554508;2021;2158402;290167;1868236;64791;734290;854750;214404
3136306;2021;2156171;212039;1944132;594332;429340;675344;245116
5218508;2021;2147553;202616;1944937;443389;583878;678505;239164
3152105;2021;2144994;311565;1833428;41428;448754;1036689;306558
5104609;2021;2144803;95263;2049540;1265968;404168;258708;120697
5106307;2021;2135914;117502;2018411;1364451;136222;335730;182009
3521408;2021;2127925;517565;1610360;22556;714975;749839;122990
2802106;2021;2126563;444368;1682196;89366;563576;627176;402077
4306767;2021;2120258;474344;1645914;183079;264186;921463;277186
2305233;2021;2117193;352002;1765192;103735;741196;609647;310614
3541604;2021;2115365;243683;1871682;97930;869919;702534;201300
3106309;2021;2114722;178127;1936594;16550;1436167;338456;145421
2103000;2021;2112941;224972;1887969;86629;189685;925895;685759
5100250;2021;2111882;271013;1840869;304018;332001;844035;360814
3512803;2021;2109640;271190;1838449;26685;652549;827086;332129
5002407;2021;2098085;225988;1872098;724827;370362;550048;226862
5003256;2021;2096742;152045;1944698;1105812;257913;407391;173582
3156908;2021;2090987;176677;1914310;687267;436784;615046;175212
5101902;2021;2087179;105505;1981674;1399305;107249;321352;153767
3537305;2021;2082458;197583;1884875;96863;299214;1174013;314785
3513702;2021;2081162;325773;1755389;154764;606766;817834;176025
4126256;2021;2072897;232235;1840661;114883;317354;948439;459986
2906006;2021;2072637;123417;1949221;96326;1245375;328853;278667
3506359;2021;2067677;145045;1922632;8255;141039;1318462;454876
3515186;2021;2065824;225849;1839974;174806;570661;907643;186865
1200203;2021;2058630;194006;1864624;100357;167725;900140;696402
4322202;2021;2052009;145986;1906024;1096641;62815;597036;149532
2404507;2021;2042144;80771;1961373;41293;1471020;258289;190772
4205803;2021;2033119;421397;1611723;43213;920162;530073;118274
4107207;2021;2026540;201743;1824797;330582;431391;844675;218148
4317400;2021;2021444;213402;1808042;425749;107700;1011023;263570
3134400;2021;2017455;194899;1822556;163573;791694;660698;206591
1507300;2021;2009122;120383;1888739;879584;186708;327949;494498
5108006;2021;2007700;110375;1897326;1400411;53349;340474;103092
5100201;2021;2000669;196399;1804270;837748;113735;665896;186891
3119401;2021;1996019;202271;1793747;4187;183039;1108157;498364
1508126;2021;1995884;55298;1940586;1376072;142737;181271;240506
2510808;2021;1993586;237754;1755832;14352;168505;1026746;546229
1501501;2021;1986729;466965;1519764;12266;438136;793987;275375
3137205;2021;1986274;274353;1711921;57576;568246;843303;242796
3524808;2021;1982125;180189;1801936;88022;355473;1139428;219013
3537602;2021;1966247;98625;1867623;28423;433603;1045157;360440
4304630;2021;1966012;187992;1778021;3528;283086;1110286;381121
3519600;2021;1965223;197494;1767729;103104;407690;994119;262816
5006002;2021;1963622;171932;1791690;871386;395405;349545;175354
4128203;2021;1959262;195175;1764088;107959;506843;866333;282953
3303807;2021;1955303;122942;1832361;39520;590951;768108;433782
3135407;2021;1953259;273796;1679463;10477;1315070;293714;60202
3540002;2021;1951861;294031;1657830;47881;841053;653537;115359
1500107;2021;1949341;178723;1770618;272103;73667;754254;670593
4103453;2021;1949275;221516;1727760;229992;776574;615268;105926
3159605;2021;1944614;431669;1512946;72424;602727;626177;211618
4120804;2021;1941191;549102;1392089;6092;593344;647609;145045
2208007;2021;1940259;236558;1703701;53517;192378;1066910;390896
3149309;2021;1939056;239375;1699681;12335;681403;684887;321056
4100400;2021;1936374;206884;1729490;51410;491208;702445;484427
3544251;2021;1928456;20168;1908289;70908;1508229;208093;121059
2612505;2021;1925734;323815;1601918;4629;228825;886124;482340
4311205;2021;1925171;234601;1690570;741245;55762;770552;123011
5104526;2021;1924887;99975;1824912;1367636;42409;346315;68551
3524105;2021;1907193;288605;1618588;124876;500865;801007;191840
2412005;2021;1905023;230472;1674552;38448;169628;877935;588540
2305506;2021;1904815;209770;1695044;225091;147308;884619;438026
4318903;2021;1903777;193775;1710002;561193;188430;774791;185588
5007109;2021;1895304;110162;1785142;1241379;125343;209948;208472
4310108;2021;1888880;248159;1640721;6833;811506;606400;215982
5208608;2021;1888263;213241;1675022;110520;452995;772260;339247
3169406;2021;1879264;247732;1631532;212415;341970;787997;289150
4307609;2021;1875488;237595;1637893;6183;566385;760896;304429
4204806;2021;1875114;191203;1683911;116615;579518;794144;193633
3516309;2021;1872467;96908;1775558;658;127499;988959;658442
2304202;2021;1871587;191969;1679618;66634;190332;913224;509428
3548005;2021;1870734;343714;1527020;226780;376095;802557;121589
2917508;2021;1867866;152027;1715839;39884;656733;736752;282470
3110608;2021;1865719;359740;1505979;37785;724180;598066;145947
5213806;2021;1857437;181268;1676169;513310;307879;620825;234154
2925204;2021;1843465;166784;1676681;9118;1119705;360745;187112
4114203;2021;1835782;269818;1565963;248432;553043;584107;180382
3304300;2021;1831415;236668;1594747;30006;119709;898755;546277
2407104;2021;1828152;267095;1561057;36133;485851;605898;433175
4313508;2021;1819024;171264;1647760;62369;252178;999380;333834
3107406;2021;1814096;204656;1609440;205853;300754;863723;239110
4106407;2021;1812311;206090;1606221;249528;192803;910341;253548
3171303;2021;1811859;168607;1643252;31310;187358;1038710;385873
5210406;2021;1804955;201277;1603677;416898;371595;599146;216037
3535507;2021;1801748;188434;1613314;117848;433251;854089;208125
2803500;2021;1798319;210933;1587387;121049;220279;685405;560654
4119301;2021;1794837;57927;1736910;367395;960325;246451;162739
4210506;2021;1793997;291512;1502485;68494;628947;658066;146978
2506301;2021;1790168;297353;1492814;31115;219703;955622;286374
4112009;2021;1788929;299691;1489238;238686;646484;421495;182573
3544004;2021;1787681;346015;1441667;29941;401905;834683;175137
2306405;2021;1784007;172018;1611988;99881;262471;724250;525386
2904605;2021;1783351;154148;1629203;47627;749929;588110;243536
2702306;2021;1782442;167669;1614774;618477;362659;344007;289630
4114401;2021;1773320;72401;1700919;345650;931338;321109;102822
5215702;2021;1770770;168849;1601921;440952;559341;451145;150483
2201150;2021;1768579;121578;1647001;1245821;76744;239601;84835
5000609;2021;1766207;214763;1551444;575059;110508;579711;286166
1100114;2021;1765089;238102;1526987;280711;177922;688494;379860
4317301;2021;1755622;74506;1681116;822390;264676;375763;218287
3509254;2021;1755226;373267;1381960;186075;621421;425561;148903
3513108;2021;1753137;312488;1440649;65545;463804;745529;165771
2604007;2021;1744915;232215;1512700;40159;302036;783577;386929
4202800;2021;1744713;212114;1532599;152487;453273;741363;185476
2932903;2021;1740635;214610;1526025;186658;163788;797673;377907
4322806;2021;1738702;295967;1442734;63959;702406;530388;145982
4305355;2021;1736974;191263;1545712;61425;778258;458581;247449
2313401;2021;1732690;206244;1526446;344455;177027;678008;326956
3537008;2021;1731364;56216;1675148;589566;651483;355373;78726
4313300;2021;1730037;271197;1458839;94572;597217;589994;177056
3516705;2021;1725228;152314;1572914;123187;217931;1045773;186023
2600054;2021;1724258;281180;1443077;13674;396476;610997;421930
5007802;2021;1723194;30363;1692831;320151;1233709;59491;79480
4310009;2021;1722053;227405;1494647;453393;350982;563821;126451
3503802;2021;1721737;257998;1463739;207404;318941;689122;248271
